camera_id,detect_id,global_object_id
5,1,1007
5,3,1004
5,4,1005
5,5,1004
5,6,1007
5,7,1005
5,8,1005
5,9,1004
5,10,1004
5,14,1006
5,15,1006
5,16,1004
5,17,1001
5,18,1003
5,21,1002
5,22,1001
5,23,1006
5,24,1001
5,25,1001
5,26,1007
5,27,1004
5,28,1007
5,29,1003
5,33,1006
5,35,1001
5,37,1004
5,38,1006
5,41,1006
5,42,1002
5,43,1004
5,44,1005
5,46,1006
5,47,1006
5,49,1004
5,50,1001
5,51,1001
5,52,1006
5,55,1007
5,56,1007
5,58,1005
5,59,1006
5,60,1006
5,61,1004
5,62,1004
5,64,1004
5,65,1004
5,68,1006
5,69,1002
5,72,1004
5,73,1004
5,74,1001
5,75,1006
5,76,1002
5,77,1006
5,78,1003
5,81,1007
5,82,1003
5,83,1001
5,84,1001
5,85,1001
5,86,1004
5,88,1002
5,89,1007
5,91,1006
5,92,1003
5,93,1006
5,95,1002
5,96,1002
5,97,1001
5,99,1002
5,102,1002
5,103,1003
5,104,1001
5,105,1007
5,107,1004
5,111,1004
5,112,1007
5,113,1003
5,114,1006
5,115,1007
5,116,1001
5,117,1007
5,118,1001
5,119,1003
5,120,1001
5,121,1004
5,123,1004
5,124,1004
5,125,1001
5,126,1001
5,127,1002
5,129,1006
5,130,1007
5,131,1005
5,132,1004
5,133,1005
5,134,1007
5,135,1002
5,137,1003
5,138,1007
5,144,1002
5,147,1005
5,148,1007
5,149,1007
5,152,1004
5,154,1004
5,155,1004
5,156,1006
5,157,1004
5,158,1006
5,161,1004
5,164,1001
5,165,1001
5,166,1004
5,168,1004
5,169,1007
5,170,1001
5,171,1006
5,174,1003
5,175,1006
5,176,1003
5,177,1002
5,178,1001
5,179,1002
5,180,1007
5,181,1004
5,182,1007
5,183,1007
5,184,1007
5,185,1007
5,187,1007
5,188,1006
5,189,1001
5,190,1001
5,192,1007
5,193,1003
5,194,1001
5,195,1001
5,196,1001
5,199,1001
5,200,1002
5,201,1002
5,202,1001
5,204,1006
5,205,1002
5,206,1003
5,207,1001
5,208,1007
5,210,1006
5,212,1003
5,213,1007
5,219,1007
5,220,1007
5,221,1003
5,222,1003
5,223,1007
5,224,1003
5,226,1001
5,227,1007
5,233,1001
5,234,1001
5,235,1007
5,236,1007
5,237,1004
5,238,1003
5,241,1007
5,243,1006
5,245,1006
5,248,1006
5,249,1006
5,250,1001
5,251,1002
5,252,1002
5,253,1001
5,254,1001
5,255,1002
5,256,1006
5,258,1006
5,2,-1
5,11,-1
5,12,-1
5,13,-1
5,19,-1
5,20,-1
5,30,-1
5,31,-1
5,32,-1
5,34,-1
5,36,-1
5,39,-1
5,40,-1
5,45,-1
5,48,-1
5,53,-1
5,54,-1
5,57,-1
5,63,-1
5,66,-1
5,67,-1
5,70,-1
5,71,-1
5,79,-1
5,80,-1
5,87,-1
5,90,-1
5,94,-1
5,98,-1
5,100,-1
5,101,-1
5,106,-1
5,108,-1
5,109,-1
5,110,-1
5,122,-1
5,128,-1
5,136,-1
5,139,-1
5,140,-1
5,141,-1
5,142,-1
5,143,-1
5,145,-1
5,146,-1
5,150,-1
5,151,-1
5,153,-1
5,159,-1
5,160,-1
5,162,-1
5,163,-1
5,167,-1
5,172,-1
5,173,-1
5,186,-1
5,191,-1
5,197,-1
5,198,-1
5,203,-1
5,209,-1
5,211,-1
5,214,-1
5,215,-1
5,216,-1
5,217,-1
5,218,-1
5,225,-1
5,228,-1
5,229,-1
5,230,-1
5,231,-1
5,232,-1
5,239,-1
5,240,-1
5,242,-1
5,244,-1
5,246,-1
5,247,-1
5,257,-1
