camera_id,detect_id,global_object_id
7,1,1007
7,3,1002
7,4,1001
7,2,1006
7,6,1004
7,7,1003
7,10,1004
7,12,1004
7,14,1003
7,20,1007
7,23,1003
7,24,1007
7,28,1007
7,29,1005
7,30,1006
7,31,1005
7,32,1007
7,33,1004
7,34,1005
7,35,1007
7,37,1005
7,38,1007
7,39,1004
7,40,1003
7,41,1004
7,43,1003
7,47,1006
7,48,1005
7,49,1004
7,53,1003
7,54,1007
7,56,1006
7,57,1004
7,59,1007
7,60,1002
7,62,1003
7,63,1005
7,64,1007
7,67,1004
7,68,1004
7,71,1004
7,73,1004
7,76,1006
7,80,1001
7,78,1007
7,81,1004
7,82,1001
7,83,1006
7,84,1007
7,85,1004
7,86,1003
7,87,1006
7,88,1007
7,89,1003
7,90,1006
7,91,1006
7,92,1003
7,93,1004
7,94,1003
7,95,1004
7,96,1007
7,97,1003
7,99,1006
7,100,1007
7,101,1002
7,103,1002
7,104,1003
7,105,1004
7,107,1002
7,108,1006
7,109,1004
7,111,1007
7,112,1004
7,113,1004
7,114,1003
7,115,1004
7,116,1001
7,117,1006
7,118,1001
7,119,1003
7,120,1002
7,121,1001
7,122,1006
7,123,1007
7,124,1001
7,125,1007
7,126,1003
7,128,1007
7,130,1001
7,132,1002
7,133,1006
7,134,1001
7,135,1001
7,136,1003
7,137,1002
7,139,1001
7,140,1005
7,141,1007
7,142,1002
7,143,1002
7,144,1007
7,146,1006
7,147,1007
7,148,1006
7,149,1007
7,150,1006
7,151,1006
7,152,1007
7,153,1007
7,154,1007
7,155,1001
7,156,1003
7,157,1006
7,158,1003
7,160,1006
7,161,1002
7,162,1004
7,163,1007
7,164,1004
7,165,1004
7,166,1005
7,167,1001
7,168,1004
7,169,1001
7,171,1007
7,172,1004
7,174,1004
7,175,1004
7,177,1007
7,178,1004
7,179,1007
7,180,1001
7,181,1001
7,182,1007
7,187,1004
7,189,1004
7,190,1004
7,192,1007
7,193,1005
7,196,1005
7,197,1001
7,198,1003
7,199,1001
7,201,1002
7,203,1002
7,204,1007
7,205,1006
7,206,1001
7,207,1002
7,209,1003
7,210,1002
7,212,1003
7,213,1007
7,215,1006
7,216,1001
7,217,1002
7,218,1007
7,219,1003
7,220,1004
7,221,1007
7,222,1006
7,223,1004
7,224,1001
7,225,1007
7,226,1007
7,227,1007
7,228,1005
7,230,1007
7,234,1001
7,235,1004
7,129,-1
7,131,-1
7,5,-1
7,8,-1
7,9,-1
7,138,-1
7,11,-1
7,13,-1
7,15,-1
7,16,-1
7,17,-1
7,18,-1
7,19,-1
7,145,-1
7,21,-1
7,22,-1
7,25,-1
7,26,-1
7,27,-1
7,159,-1
7,36,-1
7,42,-1
7,170,-1
7,44,-1
7,45,-1
7,46,-1
7,173,-1
7,176,-1
7,50,-1
7,51,-1
7,52,-1
7,55,-1
7,183,-1
7,184,-1
7,58,-1
7,185,-1
7,186,-1
7,61,-1
7,188,-1
7,191,-1
7,65,-1
7,66,-1
7,194,-1
7,195,-1
7,69,-1
7,70,-1
7,72,-1
7,200,-1
7,74,-1
7,75,-1
7,202,-1
7,77,-1
7,79,-1
7,208,-1
7,211,-1
7,214,-1
7,98,-1
7,229,-1
7,102,-1
7,231,-1
7,232,-1
7,233,-1
7,106,-1
7,110,-1
7,127,-1
