camera_id,detect_id,global_object_id
2,1,1003
2,2,1006
2,3,1002
2,4,1001
2,6,1003
2,7,1001
2,8,1001
2,9,1001
2,11,1001
2,12,1004
2,13,1003
2,14,1001
2,17,1007
2,18,1007
2,19,1007
2,21,1007
2,22,1001
2,23,1003
2,24,1007
2,28,1007
2,31,1005
2,36,1007
2,37,1003
2,39,1001
2,40,1005
2,43,1004
2,42,1006
2,44,1006
2,45,1008
2,46,1005
2,47,1003
2,50,1001
2,52,1007
2,53,1003
2,54,1005
2,55,1006
2,57,1006
2,58,1003
2,59,1007
2,60,1001
2,61,1005
2,62,1005
2,63,1002
2,64,1004
2,65,1006
2,66,1005
2,67,1003
2,68,1005
2,69,1003
2,70,1005
2,73,1006
2,74,1005
2,75,1003
2,76,1005
2,78,1006
2,80,1005
2,82,1002
2,83,1007
2,84,1003
2,85,1007
2,86,1005
2,87,1007
2,89,1007
2,90,1007
2,92,1007
2,93,1003
2,94,1002
2,96,1004
2,97,1003
2,98,1002
2,99,1007
2,100,1001
2,108,1007
2,109,1006
2,111,1006
2,112,1001
2,115,1002
2,117,1004
2,118,1004
2,119,1007
2,120,1005
2,121,1002
2,122,1005
2,124,1005
2,125,1005
2,126,1006
2,127,1006
2,131,1002
2,132,1005
2,133,1002
2,134,1007
2,135,1006
2,136,1007
2,137,1004
2,139,1002
2,140,1004
2,141,1006
2,142,1003
2,149,1006
2,150,1004
2,151,1002
2,154,1004
2,155,1001
2,156,1001
2,158,1002
2,159,1006
2,160,1002
2,161,1005
2,162,1002
2,163,1003
2,164,1003
2,165,1003
2,166,1003
2,168,1001
2,169,1006
2,170,1006
2,171,1006
2,175,1004
2,176,1002
2,177,1002
2,178,1006
2,181,1002
2,182,1002
2,183,1006
2,185,1002
2,186,1005
2,187,1005
2,189,1005
2,190,1001
2,191,1006
2,193,1005
2,194,1001
2,195,1007
2,197,1004
2,198,1002
2,199,1005
2,201,1002
2,200,1001
2,202,1007
2,206,1007
2,207,1001
2,208,1007
2,209,1007
2,210,1006
2,211,1006
2,212,1003
2,214,1005
2,215,1007
2,216,1004
2,217,1002
2,218,1002
2,220,1004
2,221,1005
2,222,1002
2,223,1003
2,224,1001
2,225,1001
2,226,1003
2,228,1007
2,230,1006
2,233,1002
2,234,1006
2,231,1001
2,235,1006
2,236,1006
2,239,1001
2,240,1005
2,241,1006
2,242,1001
2,243,1007
2,244,1005
2,246,1006
2,247,1007
2,248,1002
2,249,1002
2,251,1006
2,252,1006
2,253,1002
2,254,1007
2,255,1003
2,256,1001
2,257,1002
2,258,1004
2,260,1001
2,265,1002
2,266,1003
2,269,1006
2,273,1007
2,274,1006
2,275,1005
2,276,1006
2,278,1002
2,279,1002
2,281,1002
2,282,1005
2,283,1003
2,284,1001
2,285,1007
2,286,1007
2,287,1007
2,288,1007
2,289,1002
2,291,1007
2,292,1005
2,293,1002
2,295,1006
2,298,1007
2,299,1006
2,300,1007
2,301,1007
2,302,1005
2,303,1007
2,304,1007
2,305,1006
2,306,1007
2,307,1006
2,308,1006
2,309,1006
2,310,1007
2,311,1005
2,312,1006
2,313,1004
2,314,1007
2,316,1001
2,317,1005
2,318,1005
2,321,1007
2,324,1007
2,326,1007
2,327,1007
2,328,1003
2,330,1003
2,332,1007
2,335,1007
2,336,1006
2,337,1003
2,338,1003
2,339,1002
2,340,1002
2,341,1002
2,342,1007
2,343,1006
2,344,1004
2,345,1003
2,346,1001
2,347,1002
2,348,1003
2,349,1003
2,351,1002
2,352,1006
2,353,1007
2,355,1007
2,356,1007
2,357,1001
2,359,1007
2,360,1003
2,362,1007
2,364,1007
2,368,1007
2,370,1007
2,371,1001
2,373,1003
2,374,1007
2,375,1003
2,376,1001
2,378,1003
2,379,1007
2,380,1006
2,381,1005
2,382,1007
2,383,1004
2,384,1001
2,385,1005
2,386,1002
2,387,1005
2,389,1004
2,391,1001
2,392,1006
2,393,1001
2,394,1004
2,396,1003
2,399,1005
2,401,1003
2,402,1004
2,404,1007
2,406,1001
2,408,1007
2,409,1006
2,411,1006
2,410,1007
2,412,1004
2,413,1001
2,414,1002
2,415,1006
2,418,1007
2,419,1002
2,420,1007
2,421,1004
2,423,1003
2,426,1001
2,429,1001
2,430,1004
2,431,1007
2,433,1001
2,434,1007
2,435,1001
2,437,1007
2,438,1004
2,439,1004
2,440,1004
2,441,1002
2,442,1007
2,443,1003
2,444,1003
2,445,1001
2,449,1007
2,450,1006
2,452,1003
2,453,1003
2,454,1007
2,455,1006
2,456,1007
2,457,1003
2,458,1007
2,459,1006
2,461,1007
2,464,1001
2,466,1007
2,467,1007
2,468,1007
2,469,1007
2,470,1007
2,471,1007
2,472,1006
2,474,1001
2,475,1007
2,476,1001
2,477,1001
2,479,1005
2,480,1005
2,481,1001
2,482,1005
2,485,1001
2,486,1007
2,487,1007
2,489,1005
2,490,1003
2,491,1006
2,492,1007
2,493,1003
2,495,1003
2,497,1005
2,498,1001
2,504,1001
2,505,1004
2,506,1006
2,508,1001
2,5,-1
2,10,-1
2,15,-1
2,16,-1
2,20,-1
2,25,-1
2,26,-1
2,27,-1
2,29,-1
2,30,-1
2,32,-1
2,33,-1
2,34,-1
2,35,-1
2,38,-1
2,41,-1
2,48,-1
2,49,-1
2,51,-1
2,56,-1
2,71,-1
2,72,-1
2,77,-1
2,79,-1
2,81,-1
2,88,-1
2,91,-1
2,95,-1
2,101,-1
2,102,-1
2,103,-1
2,104,-1
2,105,-1
2,106,-1
2,107,-1
2,110,-1
2,113,-1
2,114,-1
2,116,-1
2,123,-1
2,128,-1
2,129,-1
2,130,-1
2,138,-1
2,143,-1
2,144,-1
2,145,-1
2,146,-1
2,147,-1
2,148,-1
2,152,-1
2,153,-1
2,157,-1
2,167,-1
2,172,-1
2,173,-1
2,174,-1
2,179,-1
2,180,-1
2,184,-1
2,188,-1
2,192,-1
2,196,-1
2,203,-1
2,204,-1
2,205,-1
2,213,-1
2,219,-1
2,227,-1
2,229,-1
2,232,-1
2,237,-1
2,238,-1
2,245,-1
2,250,-1
2,259,-1
2,261,-1
2,262,-1
2,263,-1
2,264,-1
2,267,-1
2,268,-1
2,270,-1
2,271,-1
2,272,-1
2,277,-1
2,280,-1
2,290,-1
2,294,-1
2,296,-1
2,297,-1
2,315,-1
2,319,-1
2,320,-1
2,322,-1
2,323,-1
2,325,-1
2,329,-1
2,331,-1
2,333,-1
2,334,-1
2,350,-1
2,354,-1
2,358,-1
2,361,-1
2,363,-1
2,365,-1
2,366,-1
2,367,-1
2,369,-1
2,372,-1
2,377,-1
2,388,-1
2,390,-1
2,395,-1
2,397,-1
2,398,-1
2,400,-1
2,403,-1
2,405,-1
2,407,-1
2,416,-1
2,417,-1
2,422,-1
2,424,-1
2,425,-1
2,427,-1
2,428,-1
2,432,-1
2,436,-1
2,446,-1
2,447,-1
2,448,-1
2,451,-1
2,460,-1
2,462,-1
2,463,-1
2,465,-1
2,473,-1
2,478,-1
2,483,-1
2,484,-1
2,488,-1
2,494,-1
2,496,-1
2,499,-1
2,500,-1
2,501,-1
2,502,-1
2,503,-1
2,507,-1
2,509,-1
