camera_id,detect_id,global_object_id
1,2,1002
1,3,1001
1,5,1006
1,6,1003
1,1,1004
1,4,1007
1,7,1005
1,8,1004
1,10,1004
1,12,1005
1,13,1008
1,15,1003
1,16,1006
1,17,1003
1,18,1003
1,20,1005
1,21,1006
1,23,1005
1,24,1007
1,25,1004
1,26,1003
1,27,1004
1,28,1007
1,29,1004
1,31,1001
1,32,1003
1,33,1007
1,34,1005
1,37,1001
1,39,1002
1,41,1002
1,42,1006
1,43,1007
1,44,1004
1,45,1003
1,46,1001
1,47,1006
1,48,1004
1,50,1005
1,51,1005
1,52,1002
1,53,1003
1,54,1006
1,56,1006
1,57,1006
1,59,1005
1,60,1001
1,62,1006
1,63,1005
1,64,1006
1,65,1004
1,66,1007
1,67,1003
1,68,1001
1,69,1007
1,70,1006
1,71,1003
1,73,1007
1,74,1004
1,75,1005
1,76,1004
1,77,1001
1,78,1002
1,79,1001
1,80,1005
1,81,1001
1,82,1003
1,84,1007
1,85,1003
1,89,1006
1,90,1006
1,91,1007
1,93,1003
1,95,1001
1,97,1006
1,100,1004
1,101,1007
1,103,1004
1,104,1004
1,105,1005
1,106,1004
1,107,1004
1,108,1001
1,110,1002
1,111,1002
1,113,1004
1,116,1005
1,117,1002
1,119,1007
1,120,1005
1,121,1002
1,123,1006
1,124,1007
1,126,1007
1,127,1006
1,128,1007
1,129,1006
1,132,1004
1,130,1005
1,133,1001
1,136,1003
1,137,1001
1,138,1006
1,139,1003
1,140,1002
1,141,1007
1,144,1003
1,145,1001
1,147,1005
1,149,1004
1,150,1002
1,151,1005
1,152,1007
1,154,1007
1,153,1003
1,155,1007
1,156,1005
1,157,1006
1,158,1007
1,161,1006
1,164,1005
1,165,1003
1,162,1002
1,166,1001
1,169,1007
1,170,1002
1,171,1001
1,172,1004
1,173,1007
1,174,1002
1,175,1003
1,176,1001
1,179,1007
1,180,1004
1,181,1004
1,183,1004
1,131,-1
1,134,-1
1,135,-1
1,9,-1
1,11,-1
1,14,-1
1,142,-1
1,143,-1
1,146,-1
1,19,-1
1,148,-1
1,22,-1
1,30,-1
1,159,-1
1,160,-1
1,35,-1
1,36,-1
1,163,-1
1,38,-1
1,167,-1
1,40,-1
1,168,-1
1,49,-1
1,177,-1
1,178,-1
1,182,-1
1,55,-1
1,58,-1
1,61,-1
1,72,-1
1,83,-1
1,86,-1
1,87,-1
1,88,-1
1,92,-1
1,94,-1
1,96,-1
1,98,-1
1,99,-1
1,102,-1
1,109,-1
1,112,-1
1,114,-1
1,115,-1
1,118,-1
1,122,-1
1,125,-1
