camera_id,detect_id,global_object_id
4,1,1001
4,2,1005
4,5,1007
4,6,1004
4,7,1006
4,8,1007
4,9,1003
4,10,1006
4,11,1006
4,12,1006
4,13,1005
4,14,1001
4,16,1005
4,18,1006
4,20,1002
4,21,1005
4,22,1001
4,23,1002
4,24,1005
4,26,1001
4,27,1004
4,30,1003
4,31,1007
4,33,1004
4,34,1004
4,35,1006
4,36,1007
4,40,1002
4,41,1003
4,44,1001
4,45,1004
4,46,1004
4,47,1007
4,49,1004
4,51,1007
4,53,1005
4,54,1005
4,55,1004
4,56,1005
4,57,1005
4,58,1004
4,59,1006
4,60,1004
4,61,1006
4,62,1004
4,63,1006
4,64,1005
4,65,1006
4,68,1004
4,69,1004
4,70,1004
4,71,1004
4,72,1004
4,73,1005
4,74,1003
4,75,1005
4,78,1007
4,79,1006
4,81,1004
4,82,1004
4,83,1004
4,84,1005
4,85,1005
4,86,1004
4,87,1005
4,88,1001
4,89,1006
4,90,1004
4,91,1007
4,92,1006
4,93,1003
4,94,1003
4,95,1004
4,96,1003
4,97,1007
4,98,1004
4,99,1004
4,100,1006
4,101,1006
4,103,1006
4,106,1007
4,107,1006
4,108,1006
4,109,1003
4,110,1006
4,111,1006
4,112,1005
4,113,1002
4,114,1002
4,115,1003
4,116,1007
4,117,1004
4,3,-1
4,4,-1
4,15,-1
4,17,-1
4,19,-1
4,25,-1
4,28,-1
4,29,-1
4,32,-1
4,37,-1
4,38,-1
4,39,-1
4,42,-1
4,43,-1
4,48,-1
4,50,-1
4,52,-1
4,66,-1
4,67,-1
4,76,-1
4,77,-1
4,80,-1
4,102,-1
4,104,-1
4,105,-1
4,118,-1
4,119,-1
4,120,-1
