camera_id,detect_id,object_id
5,1,1007
5,3,1007
5,5,1007
5,7,1007
5,9,1007
5,11,1007
5,13,1007
5,15,1007
5,17,1007
5,369,1007
5,371,1007
5,373,1007
5,375,1007
5,377,1007
5,379,1007
5,381,1007
5,383,1007
5,385,1007
5,387,1007
5,389,1007
5,391,1007
5,399,1007
5,401,1007
5,403,1007
5,405,1007
5,407,1007
5,409,1007
5,411,1007
5,413,1007
5,415,1007
5,417,1007
5,419,1007
5,421,1007
5,423,1007
5,425,1007
5,427,1007
5,429,1007
5,431,1007
5,433,1007
5,435,1007
5,437,1007
5,439,1007
5,441,1007
5,443,1007
5,445,1007
5,447,1007
5,449,1007
5,451,1007
5,453,1007
5,455,1007
5,457,1007
5,459,1007
5,461,1007
5,463,1007
5,465,1007
5,467,1007
5,469,1007
5,471,1007
5,473,1007
5,475,1007
5,477,1007
5,479,1007
5,481,1007
5,483,1007
5,485,1007
5,487,1007
5,489,1007
5,491,1007
5,493,1007
5,495,1007
5,497,1007
5,499,1007
5,501,1007
5,503,1007
5,505,1007
5,507,1007
5,509,1007
5,511,1007
5,513,1007
5,515,1007
5,517,1007
5,519,1007
5,521,1007
5,523,1007
5,525,1007
5,527,1007
5,529,1007
5,531,1007
5,533,1007
5,535,1007
5,537,1007
5,539,1007
5,541,1007
5,543,1007
5,545,1007
5,547,1007
5,549,1007
5,551,1007
5,553,1007
5,555,1007
5,557,1007
5,559,1007
5,561,1007
5,563,1007
5,565,1007
5,567,1007
5,569,1007
5,571,1007
5,573,1007
5,575,1007
5,577,1007
5,579,1007
5,581,1007
5,583,1007
5,584,1007
5,585,1007
5,586,1007
5,587,1007
5,588,1007
5,589,1007
5,591,1007
5,593,1007
5,594,1007
5,596,1007
5,598,1007
5,602,1007
5,604,1007
5,605,1007
5,606,1007
5,608,1007
5,610,1007
5,612,1007
5,614,1007
5,615,1007
5,616,1007
5,617,1007
5,619,1007
5,621,1007
5,623,1007
5,624,1007
5,626,1007
5,697,1007
5,701,1007
5,705,1007
5,708,1007
5,712,1007
5,716,1007
5,720,1007
5,724,1007
5,728,1007
5,732,1007
5,736,1007
5,740,1007
5,743,1007
5,746,1007
5,749,1007
5,752,1007
5,755,1007
5,758,1007
5,761,1007
5,764,1007
5,767,1007
5,770,1007
5,773,1007
5,776,1007
5,779,1007
5,782,1007
5,785,1007
5,788,1007
5,791,1007
5,794,1007
5,797,1007
5,800,1007
5,803,1007
5,806,1007
5,809,1007
5,812,1007
5,815,1007
5,818,1007
5,821,1007
5,824,1007
5,827,1007
5,830,1007
5,834,1007
5,838,1007
5,842,1007
5,846,1007
5,849,1007
5,852,1007
5,856,1007
5,859,1007
5,862,1007
5,865,1007
5,868,1007
5,871,1007
5,874,1007
5,877,1007
5,880,1007
5,883,1007
5,886,1007
5,890,1007
5,894,1007
5,898,1007
5,902,1007
5,906,1007
5,910,1007
5,914,1007
5,917,1007
5,920,1007
5,923,1007
5,926,1007
5,929,1007
5,932,1007
5,934,1007
5,936,1007
5,940,1007
5,944,1007
5,948,1007
5,952,1007
5,956,1007
5,960,1007
5,964,1007
5,968,1007
5,972,1007
5,976,1007
5,980,1007
5,984,1007
5,988,1007
5,992,1007
5,996,1007
5,1000,1007
5,1003,1007
5,1007,1007
5,1011,1007
5,1015,1007
5,1019,1007
5,1023,1007
5,1027,1007
5,1031,1007
5,1035,1007
5,1039,1007
5,1043,1007
5,1047,1007
5,1051,1007
5,1055,1007
5,1059,1007
5,1063,1007
5,1067,1007
5,1070,1007
5,1073,1007
5,1076,1007
5,1079,1007
5,1082,1007
5,1085,1007
5,1088,1007
5,1091,1007
5,1094,1007
5,1097,1007
5,1100,1007
5,1103,1007
5,1106,1007
5,1109,1007
5,1112,1007
5,1115,1007
5,1118,1007
5,1121,1007
5,1124,1007
5,1127,1007
5,1130,1007
5,1133,1007
5,1137,1007
5,1141,1007
5,1145,1007
5,1149,1007
5,1153,1007
5,1157,1007
5,1161,1007
5,1165,1007
5,1169,1007
5,1173,1007
5,1177,1007
5,1181,1007
5,1185,1007
5,1189,1007
5,1193,1007
5,1197,1007
