camera_id,detect_id,object_id
42,146,81
42,155,81
42,164,81
42,173,81
42,182,81
42,191,81
42,200,81
42,210,81
42,220,81
42,230,81
42,240,81
42,250,81
42,260,81
42,270,81
42,280,81
42,290,81
42,300,81
42,310,81
42,319,81
42,328,81
42,337,81
42,346,81
42,355,81
42,364,81
42,373,81
42,382,81
42,390,81
42,1875,72
42,1886,72
42,1897,72
42,1908,72
42,1919,72
42,1930,72
42,1941,72
42,1952,72
42,1963,72
42,1973,72
42,1983,72
42,1993,72
42,2003,72
42,2013,72
42,2024,72
42,2035,72
42,2046,72
42,2057,72
42,2068,72
42,2079,72
42,2089,72
42,3296,57
42,3308,57
42,3320,57
42,3332,57
42,3344,57
42,3356,57
42,3368,57
42,3380,57
42,3392,57
42,3404,57
42,3416,57
42,3427,57
42,3438,57
42,3449,57
42,3460,57
42,3471,57
42,3482,57
42,3493,57
42,3504,57
42,3515,57
42,3526,57
42,3537,57
42,3548,57
42,3559,57
42,3570,57
42,3581,57
42,3591,57
42,3601,57
42,3611,57
42,3621,57
42,3632,57
42,3643,57
42,3654,57
42,3665,57
42,3676,57
42,3688,57
42,3700,57
42,3712,57
42,3724,57
42,3736,57
42,3748,57
42,3760,57
42,3772,57
42,3784,57
42,3796,57
42,3808,57
42,3820,57
42,3832,57
42,3844,57
42,3856,57
42,3868,57
42,3880,57
42,3891,57
42,3902,57
42,3913,57
42,3924,57
42,3935,57
42,3946,57
42,3957,57
42,3968,57
42,3979,57
42,3990,57
42,4001,57
42,4012,57
42,4022,57
42,4032,57
42,4043,57
42,4054,57
42,4065,57
42,4076,57
42,4088,57
42,4100,57
42,4112,57
42,4124,57
42,4136,57
42,4148,57
42,4160,57
42,4172,57
42,4184,57
42,4196,57
42,4208,57
42,4220,57
42,4233,57
42,4246,57
42,4259,57
42,4272,57
42,4285,57
42,4298,57
42,4311,57
42,4324,57
42,4337,57
42,4350,57
42,4363,57
42,4376,57
42,4389,57
42,4402,57
42,4415,57
42,4428,57
42,4441,57
42,4454,57
42,4467,57
42,4480,57
42,4493,57
42,4507,57
42,4521,57
42,4535,57
42,4549,57
42,4563,57
42,4577,57
42,4591,57
42,4605,57
42,4619,57
42,4633,57
42,4648,57
42,4663,57
42,4678,57
42,4693,57
42,4708,57
42,4724,57
42,4740,57
42,4756,57
42,4772,57
42,4788,57
42,4804,57
42,4820,57
42,4836,57
42,4852,57
42,4869,57
42,4886,57
42,4903,57
42,4920,57
42,4937,57
42,4954,57
42,4971,57
42,4988,57
42,5005,57
42,5021,57
42,5037,57
42,5053,57
42,5069,57
42,5085,57
42,5101,57
42,5117,57
42,5133,57
42,5149,57
42,5165,57
42,5180,57
42,5195,57
42,5210,57
42,5225,57
42,5240,57
42,5255,57
42,5269,57
42,5283,57
42,5297,57
42,5311,57
42,5325,57
42,5339,57
42,5354,57
42,5369,57
42,5384,57
42,5399,57
42,5414,57
42,5429,57
42,5444,57
42,5459,57
42,5474,57
42,5489,57
42,5504,57
42,5505,58
42,5520,57
42,5521,58
42,5535,57
42,5536,58
42,5550,57
42,5551,58
42,5565,57
42,5566,58
42,5580,57
42,5581,58
42,5595,57
42,5596,58
42,5610,57
42,5611,58
42,5625,57
42,5626,58
42,5640,57
42,5641,58
42,5655,57
42,5656,58
42,5670,57
42,5671,58
42,5685,57
42,5686,58
42,5699,57
42,5700,58
42,5713,57
42,5714,58
42,5727,57
42,5728,58
42,5741,57
42,5742,58
42,5755,57
42,5756,58
42,5769,57
42,5770,58
42,5783,57
42,5784,58
42,5797,57
42,5798,58
42,5811,57
42,5812,58
42,5824,57
42,5825,58
42,5837,57
42,5838,58
42,5850,57
42,5851,58
42,5863,57
42,5864,58
42,5876,57
42,5877,58
42,5889,57
42,5890,58
42,5902,57
42,5903,58
42,5915,57
42,5916,58
42,5927,57
42,5928,58
42,5939,57
42,5940,58
42,5951,57
42,5952,58
42,5963,57
42,5964,58
42,5975,57
42,5976,58
42,5987,57
42,5988,58
42,5999,57
42,6000,58
42,6011,57
42,6012,58
42,6023,57
42,6024,58
42,6035,57
42,6036,58
42,6047,57
42,6048,58
42,6059,57
42,6060,58
42,6071,57
42,6072,58
42,6083,57
42,6084,58
42,6095,57
42,6096,58
42,6107,57
42,6108,58
42,6119,57
42,6120,58
42,6131,57
42,6132,58
42,6143,57
42,6144,58
42,6156,57
42,6157,58
42,6169,57
42,6170,58
42,6182,57
42,6183,58
42,6195,57
42,6196,58
42,6209,57
42,6210,58
42,6223,57
42,6224,58
42,6237,57
42,6238,58
42,6251,57
42,6252,58
42,6265,57
42,6266,58
42,6279,57
42,6280,58
42,6293,57
42,6294,58
42,6307,57
42,6308,58
42,6321,57
42,6322,58
42,6335,57
42,6336,58
42,6348,57
42,6349,58
42,6361,57
42,6362,58
42,6374,57
42,6375,58
42,6386,57
42,6387,58
42,6398,57
42,6399,58
42,6410,57
42,6411,58
42,6422,57
42,6423,58
42,6434,57
42,6435,58
42,6446,57
42,6447,58
42,6458,57
42,6459,58
42,6470,57
42,6471,58
42,6482,57
42,6483,58
42,6494,57
42,6495,58
42,6506,57
42,6507,58
42,6518,57
42,6519,58
42,6530,57
42,6531,58
42,6541,57
42,6542,58
42,6552,57
42,6553,58
42,6563,57
42,6564,58
42,6574,57
42,6575,58
42,6585,57
42,6586,58
42,6596,57
42,6597,58
42,6607,57
42,6608,58
42,6618,57
42,6619,58
42,6629,57
42,6630,58
42,6640,57
42,6641,58
42,6651,57
42,6652,58
42,6662,57
42,6663,58
42,6673,57
42,6674,58
42,6684,57
42,6685,58
42,6695,57
42,6696,58
42,6706,57
42,6707,58
42,6717,57
42,6718,58
42,6729,57
42,6730,58
42,6741,57
42,6742,58
42,6753,57
42,6754,58
42,6765,57
42,6766,58
42,6777,57
42,6778,58
42,6789,57
42,6790,58
42,6801,57
42,6802,58
42,6813,57
42,6814,58
42,6824,57
42,6825,58
42,6835,57
42,6836,58
42,6846,57
42,6847,58
42,6857,57
42,6858,58
42,6868,57
42,6869,58
42,6879,57
42,6880,58
42,6890,57
42,6891,58
42,6901,57
42,6902,58
42,6912,57
42,6913,58
42,6924,57
42,6925,58
42,6936,57
42,6937,58
42,6948,57
42,6949,58
42,6960,57
42,6961,58
42,6972,57
42,6973,58
42,6985,57
42,6986,58
42,6998,57
42,6999,58
42,7011,57
42,7012,58
42,7024,57
42,7025,58
42,7037,57
42,7038,58
42,7050,57
42,7051,58
42,7063,57
42,7064,58
42,7076,57
42,7077,58
42,7088,57
42,7089,58
42,7100,57
42,7101,58
42,7112,57
42,7113,58
42,7124,57
42,7125,58
42,7136,57
42,7137,58
42,7148,57
42,7149,58
42,7160,57
42,7161,58
42,7172,57
42,7173,58
42,7184,57
42,7185,58
42,7196,57
42,7197,58
42,7208,57
42,7209,58
42,7220,55
42,7221,57
42,7222,58
42,7233,55
42,7234,57
42,7235,58
42,7246,55
42,7247,57
42,7248,58
42,7259,55
42,7260,57
42,7261,58
42,7271,55
42,7272,57
42,7273,58
42,7283,55
42,7284,57
42,7285,58
42,7295,55
42,7296,57
42,7297,58
42,7307,55
42,7308,57
42,7309,58
42,7319,55
42,7320,57
42,7321,58
42,7331,55
42,7332,57
42,7333,58
42,7343,55
42,7344,57
42,7345,58
42,7355,55
42,7356,57
42,7357,58
42,7367,55
42,7368,57
42,7369,58
42,7379,55
42,7380,57
42,7381,58
42,7391,55
42,7392,57
42,7393,58
42,7403,55
42,7404,57
42,7405,58
42,7415,55
42,7416,57
42,7417,58
42,7427,55
42,7428,57
42,7429,58
42,7439,55
42,7440,57
42,7441,58
42,7451,55
42,7452,57
42,7453,58
42,7463,55
42,7464,57
42,7465,58
42,7475,55
42,7476,57
42,7477,58
42,7487,55
42,7488,57
