camera_id,detect_id,object_id
41,12,4
41,13,5
41,26,4
41,27,5
41,40,4
41,41,5
41,54,4
41,55,5
41,68,4
41,69,5
41,82,4
41,83,5
41,96,4
41,97,5
41,110,4
41,111,5
41,124,4
41,125,5
41,127,7
41,140,4
41,141,5
41,143,7
41,156,4
41,157,5
41,159,7
41,173,4
41,174,5
41,176,7
41,190,4
41,191,5
41,193,7
41,207,4
41,208,5
41,210,7
41,224,4
41,225,5
41,227,7
41,241,4
41,242,5
41,244,7
41,258,4
41,259,5
41,261,7
41,274,4
41,275,5
41,277,7
41,290,4
41,291,5
41,293,7
41,306,4
41,307,5
41,309,7
41,322,4
41,323,5
41,325,7
41,338,4
41,339,5
41,341,7
41,354,4
41,355,5
41,357,7
41,370,4
41,371,5
41,373,7
41,386,4
41,387,5
41,389,7
41,403,4
41,404,5
41,406,7
41,420,4
41,421,5
41,423,7
41,437,4
41,438,5
41,440,7
41,454,4
41,455,5
41,457,7
41,471,4
41,472,5
41,474,7
41,488,4
41,489,5
41,491,7
41,505,4
41,506,5
41,508,7
41,522,4
41,523,5
41,525,7
41,539,4
41,540,5
41,542,7
41,556,4
41,557,5
41,559,7
41,573,4
41,574,5
41,576,7
41,590,4
41,591,5
41,593,7
41,596,10
41,608,4
41,609,5
41,611,7
41,614,10
41,626,4
41,627,5
41,629,7
41,632,10
41,644,4
41,645,5
41,647,7
41,650,10
41,662,4
41,663,5
41,665,7
41,668,10
41,679,4
41,680,5
41,682,7
41,685,10
41,695,4
41,696,5
41,698,7
41,701,10
41,711,4
41,712,5
41,714,7
41,717,10
41,727,4
41,728,5
41,730,7
41,733,10
41,743,4
41,744,5
41,746,7
41,749,10
41,759,4
41,760,5
41,762,7
41,765,10
41,775,4
41,776,5
41,778,7
41,781,10
41,791,4
41,792,5
41,794,7
41,797,10
41,807,4
41,808,5
41,810,7
41,813,10
41,823,4
41,824,5
41,826,7
41,829,10
41,839,4
41,840,5
41,842,7
41,845,10
41,856,4
41,857,5
41,859,7
41,862,10
41,873,4
41,874,5
41,876,7
41,879,10
41,890,4
41,891,5
41,893,7
41,896,10
41,907,4
41,908,5
41,910,7
41,913,10
41,924,4
41,925,5
41,927,7
41,930,10
41,941,4
41,942,5
41,944,7
41,947,10
41,956,4
41,957,5
41,959,7
41,962,10
41,971,4
41,972,5
41,974,7
41,977,10
41,986,4
41,987,5
41,989,7
41,992,10
41,1001,4
41,1002,5
41,1004,7
41,1007,10
41,1017,4
41,1018,5
41,1020,7
41,1023,10
41,1033,4
41,1034,5
41,1036,7
41,1039,10
41,1050,4
41,1051,5
41,1053,7
41,1056,10
41,1067,4
41,1068,5
41,1070,7
41,1073,10
41,1084,4
41,1085,5
41,1087,7
41,1090,10
41,1101,4
41,1102,5
41,1104,7
41,1107,10
41,1118,4
41,1119,5
41,1121,7
41,1124,10
41,1135,4
41,1136,5
41,1138,7
41,1141,10
41,1152,4
41,1153,5
41,1155,7
41,1158,10
41,1169,4
41,1170,5
41,1171,7
41,1174,10
41,1185,4
41,1186,5
41,1187,7
41,1190,10
41,1200,4
41,1201,5
41,1202,7
41,1205,10
41,1215,4
41,1216,5
41,1217,7
41,1220,10
41,1230,4
41,1231,5
41,1232,7
41,1235,10
41,1245,4
41,1246,5
41,1247,7
41,1250,10
41,1261,4
41,1262,5
41,1263,7
41,1266,10
41,1277,4
41,1278,5
41,1279,7
41,1282,10
41,1293,4
41,1294,5
41,1295,7
41,1298,10
41,1309,4
41,1310,5
41,1311,7
41,1314,10
41,1326,4
41,1327,5
41,1328,7
41,1331,10
41,1343,4
41,1344,5
41,1345,7
41,1348,10
41,1360,4
41,1361,5
41,1362,7
41,1365,10
41,1371,11
41,1379,4
41,1380,5
41,1381,7
41,1384,10
41,1390,11
41,1398,4
41,1399,5
41,1400,7
41,1403,10
41,1409,11
41,1417,4
41,1418,5
41,1419,7
41,1422,10
41,1428,11
41,1436,4
41,1437,5
41,1438,7
41,1441,10
41,1447,11
41,1455,4
41,1456,5
41,1457,7
41,1460,10
41,1466,11
41,1474,4
41,1475,5
41,1476,7
41,1479,10
41,1485,11
41,1493,4
41,1494,5
41,1495,7
41,1498,10
41,1504,11
41,1512,4
41,1513,5
41,1514,7
41,1517,10
41,1523,11
41,1531,4
41,1532,5
41,1533,7
41,1536,10
41,1542,11
41,1550,4
41,1551,5
41,1552,7
41,1555,10
41,1561,11
41,1569,4
41,1570,5
41,1571,7
41,1574,10
41,1580,11
41,1588,4
41,1589,5
41,1590,7
41,1593,10
41,1599,11
41,1607,4
41,1608,5
41,1609,7
41,1612,10
41,1618,11
41,1626,4
41,1627,5
41,1628,7
41,1631,10
41,1637,11
41,1645,4
41,1646,5
41,1647,7
41,1650,10
41,1656,11
41,1664,4
41,1665,5
41,1666,7
41,1674,11
41,1682,4
41,1683,5
41,1684,7
41,1692,11
41,1700,4
41,1701,5
41,1702,7
41,1710,11
41,1718,4
41,1719,5
41,1720,7
41,1728,11
41,1736,4
41,1737,5
41,1738,7
41,1746,11
41,1754,4
41,1755,5
41,1756,7
41,1764,11
41,1772,4
41,1773,5
41,1774,7
41,1782,11
41,1790,4
41,1791,5
41,1792,7
41,1800,11
41,1808,4
41,1809,5
41,1810,7
41,1818,11
41,1826,4
41,1827,5
41,1828,7
41,1836,11
41,1844,4
41,1845,5
41,1846,7
41,1854,11
41,1863,4
41,1864,5
41,1865,7
41,1873,11
41,1882,4
41,1883,5
41,1884,7
41,1892,11
41,1901,4
41,1902,5
41,1903,7
41,1911,11
41,1920,4
41,1921,5
41,1922,7
41,1930,11
41,1939,4
41,1940,5
41,1941,7
41,1949,11
41,1957,4
41,1958,5
41,1959,7
41,1967,11
41,1975,4
41,1976,5
41,1977,7
41,1985,11
41,1993,4
41,1994,5
41,1995,7
41,2003,11
41,2011,4
41,2012,5
41,2013,7
41,2021,11
41,2029,4
41,2030,5
41,2031,7
41,2039,11
41,2047,4
41,2048,5
41,2049,7
41,2056,11
41,2064,4
41,2065,5
41,2066,7
41,2073,11
41,2081,4
41,2082,5
41,2083,7
41,2090,11
41,2098,4
41,2099,5
41,2100,7
41,2107,11
41,2115,4
41,2116,5
41,2117,7
41,2124,11
41,2127,12
41,2133,4
41,2134,5
41,2135,7
41,2142,11
41,2145,12
41,2151,4
41,2152,5
41,2153,7
41,2160,11
41,2163,12
41,2169,4
41,2170,5
41,2171,7
41,2178,11
41,2181,12
41,2187,4
41,2188,5
41,2189,7
41,2196,11
41,2199,12
41,2205,4
41,2206,5
41,2207,7
41,2214,11
41,2217,12
41,2223,4
41,2224,5
41,2225,7
41,2232,11
41,2235,12
41,2242,4
41,2243,5
41,2244,7
41,2251,11
41,2254,12
41,2261,4
41,2262,5
41,2263,7
41,2270,11
41,2273,12
41,2280,4
41,2281,5
41,2282,7
