detect_id,frame_id,camera_track_id,x,y,w,h
0,1,289,910,400,136,111
1,1,413,505,120,57,23
2,1,418,0,496,33,109
3,1,420,819,238,87,72
4,2,289,910,400,136,111
5,2,413,489,122,64,23
6,2,418,0,496,33,101
7,2,420,819,233,83,71
8,3,289,910,400,136,111
9,3,413,478,123,68,23
10,3,418,0,496,33,98
11,3,420,820,230,78,70
12,4,289,910,400,136,111
13,4,405,689,89,47,22
14,4,413,469,124,69,23
15,4,418,0,496,33,98
16,4,420,821,226,73,67
17,5,289,910,400,136,111
18,5,405,684,90,46,23
19,5,413,461,125,68,23
20,5,418,0,496,33,100
21,5,420,822,223,68,65
22,5,459,821,91,28,16
23,6,289,910,400,136,111
24,6,405,679,90,45,23
25,6,413,455,126,67,24
26,6,418,0,496,33,101
27,6,420,823,220,63,63
28,6,459,811,92,28,17
29,7,289,910,400,136,111
30,7,405,674,91,44,23
31,7,413,448,127,65,24
32,7,418,0,496,33,102
33,7,420,824,217,59,61
34,7,459,800,92,29,17
35,8,289,910,400,136,111
36,8,405,668,92,44,24
37,8,413,441,129,63,24
38,8,418,0,496,33,102
39,8,420,825,214,55,59
40,8,459,789,93,31,17
41,9,289,910,400,136,111
42,9,405,662,92,45,24
43,9,413,433,130,62,24
44,9,418,0,496,33,101
45,9,420,825,211,53,58
46,9,459,777,94,33,18
47,10,289,910,400,136,111
48,10,405,655,93,46,24
49,10,413,425,131,61,24
50,10,418,0,496,33,99
51,10,420,825,207,51,56
52,10,425,1,819,56,140
53,10,459,765,94,35,18
54,11,289,910,400,136,111
55,11,405,647,94,48,25
56,11,413,416,132,60,24
57,11,418,0,496,33,97
58,11,420,826,204,50,55
59,11,425,3,812,82,148
60,11,459,752,95,36,19
61,12,289,910,400,136,111
62,12,405,639,94,50,25
63,12,413,407,134,60,24
64,12,418,0,496,32,94
65,12,420,826,200,50,55
66,12,425,2,805,110,154
67,12,459,739,96,38,20
68,13,289,910,400,137,111
69,13,405,631,95,52,26
70,13,413,397,135,60,24
71,13,418,0,496,32,92
72,13,420,827,197,49,54
73,13,425,1,799,137,159
74,13,459,725,97,40,20
75,14,289,910,400,137,111
76,14,405,623,96,53,27
77,14,413,388,136,61,24
78,14,418,0,496,32,90
79,14,420,828,194,49,53
80,14,425,1,792,161,165
81,14,459,711,99,42,21
82,15,289,910,400,137,111
83,15,405,615,96,55,27
84,15,413,378,138,61,24
85,15,418,0,497,32,89
86,15,420,829,191,50,52
87,15,425,1,786,186,171
88,15,459,696,100,44,22
89,16,289,910,400,137,111
90,16,405,607,97,56,28
91,16,413,369,139,61,24
92,16,418,0,497,32,88
93,16,420,830,188,50,51
94,16,425,1,780,211,178
95,16,459,680,102,45,23
96,17,289,910,400,137,111
97,17,405,599,98,58,29
98,17,413,360,140,61,24
99,17,418,0,497,32,87
100,17,420,832,185,50,50
101,17,425,0,773,237,185
102,17,459,663,104,47,24
103,18,289,910,400,137,111
104,18,405,591,99,59,29
105,18,413,351,141,61,24
106,18,418,0,497,32,87
107,18,420,834,182,50,49
108,18,425,8,767,257,191
109,18,459,644,106,49,25
110,19,289,910,400,137,111
111,19,405,583,100,60,30
112,19,413,342,142,61,23
113,19,418,0,497,32,88
114,19,420,836,179,50,48
115,19,425,19,762,275,198
116,19,459,625,109,51,26
117,20,289,910,400,136,111
118,20,405,575,101,61,31
119,20,413,334,143,61,23
120,20,418,0,497,32,89
121,20,420,838,177,50,47
122,20,425,33,756,291,203
123,20,459,603,112,53,27
