detect_id,frame_id,camera_track_id,x,y,w,h
0,1,1,945,110,98,49
1,1,2,805,143,114,60
2,1,3,347,203,164,67
3,1,4,326,113,53,44
4,1,5,872,106,74,38
5,1,6,255,126,44,45
6,1,7,160,155,47,44
7,1,8,178,128,42,39
8,1,10,942,94,47,39
9,1,12,176,119,32,27
10,2,1,945,110,98,49
11,2,2,773,135,108,57
12,2,3,320,203,162,66
13,2,4,326,113,53,44
14,2,5,872,106,74,38
15,2,6,255,126,44,45
16,2,7,158,155,49,44
17,2,8,178,128,42,39
18,2,10,942,94,47,39
19,2,12,176,119,32,27
20,3,1,945,110,98,49
21,3,2,743,128,103,54
22,3,3,295,204,159,65
23,3,4,326,113,53,44
24,3,5,872,106,74,38
25,3,6,255,126,44,45
26,3,7,157,155,50,45
27,3,8,178,128,42,40
28,3,10,942,94,47,39
29,3,12,176,119,31,26
30,4,1,945,110,98,49
31,4,2,716,122,97,51
32,4,3,270,205,156,64
33,4,4,326,113,53,44
34,4,5,872,106,74,38
35,4,6,255,126,44,45
36,4,7,157,155,51,45
37,4,8,178,128,42,40
38,4,10,942,94,47,39
39,4,12,176,120,31,26
40,5,1,945,110,98,49
41,5,2,691,116,92,48
42,5,3,245,207,152,64
43,5,4,326,113,53,44
44,5,5,872,106,74,38
45,5,6,255,126,45,45
46,5,7,156,156,51,45
47,5,8,178,128,42,40
48,5,10,942,94,47,39
49,5,12,176,120,31,26
50,6,1,945,110,98,49
51,6,2,667,111,87,46
52,6,3,220,209,149,64
53,6,4,326,113,53,44
54,6,5,872,106,74,38
55,6,6,255,126,45,45
56,6,7,156,156,51,45
57,6,8,178,128,42,40
58,6,10,942,94,47,39
59,6,12,177,120,31,25
60,7,1,945,110,98,49
61,7,2,646,107,82,44
62,7,3,194,211,146,64
63,7,4,326,113,53,44
64,7,5,872,106,74,38
65,7,6,255,126,46,45
66,7,7,156,156,51,45
67,7,8,178,128,42,40
68,7,10,942,94,47,39
69,7,12,177,120,31,25
70,8,1,945,110,98,49
71,8,2,626,103,78,43
72,8,3,168,213,144,65
73,8,4,326,113,53,44
74,8,5,872,106,74,38
75,8,6,255,126,45,44
76,8,7,155,157,51,45
77,8,8,179,129,42,40
78,8,10,942,94,47,39
79,8,12,177,120,31,25
80,9,1,945,110,98,49
81,9,2,607,99,74,41
82,9,3,142,216,142,65
83,9,4,326,113,53,44
84,9,5,872,106,74,38
85,9,6,255,126,45,44
86,9,7,155,157,51,45
87,9,8,179,129,42,40
88,9,10,942,94,47,39
89,9,12,177,120,31,25
90,10,1,945,110,98,49
91,10,2,589,96,70,39
92,10,3,116,220,141,66
93,10,4,326,113,53,44
94,10,5,872,106,74,38
95,10,6,255,126,45,44
96,10,7,154,157,51,45
97,10,8,179,129,42,40
98,10,10,942,94,47,40
99,10,12,177,120,31,25
100,11,1,945,110,98,49
101,11,2,573,93,66,38
102,11,3,90,223,139,66
103,11,4,326,113,53,44
104,11,5,872,106,73,38
105,11,6,255,126,45,45
106,11,7,153,158,52,45
107,11,8,179,129,42,40
108,11,10,942,94,47,40
109,11,12,177,120,31,25
110,12,1,945,110,98,49
111,12,2,557,91,63,37
112,12,3,66,227,135,67
113,12,4,326,113,53,44
114,12,5,872,106,73,38
115,12,6,255,126,45,45
116,12,7,151,158,52,45
117,12,8,179,129,42,40
118,12,10,942,94,47,40
119,12,12,177,120,31,25
120,13,1,945,110,98,49
121,13,2,543,88,60,35
122,13,3,44,232,130,67
123,13,4,326,113,53,44
124,13,5,872,106,74,38
125,13,6,255,126,45,45
126,13,7,150,159,53,45
127,13,8,179,129,42,41
128,13,10,942,94,47,39
129,13,12,177,121,31,25
130,14,1,945,110,98,49
131,14,2,529,86,58,34
132,14,3,25,237,123,66
133,14,4,326,113,53,44
134,14,5,872,106,74,38
135,14,6,255,126,45,45
136,14,7,148,159,54,46
137,14,8,179,129,42,41
138,14,10,942,94,47,39
139,14,12,177,121,31,25
140,15,1,945,110,98,49
141,15,2,516,84,55,33
142,15,3,9,242,111,65
143,15,4,326,113,53,44
144,15,5,872,106,74,38
145,15,6,255,126,45,45
146,15,7,146,160,55,46
147,15,8,178,129,43,42
148,15,10,942,94,47,39
149,15,12,177,121,30,25
150,15,13,252,86,31,26
151,16,1,945,110,98,49
152,16,2,504,82,53,32
153,16,3,1,248,94,63
154,16,4,326,113,53,44
155,16,5,872,106,74,38
156,16,6,255,126,45,45
157,16,7,144,160,56,47
158,16,8,178,129,43,43
159,16,10,942,94,47,39
160,16,12,177,121,30,25
161,16,13,253,86,33,27
162,17,1,945,110,98,49
163,17,2,492,81,51,31
164,17,3,1,254,68,60
165,17,4,326,113,53,44
166,17,5,872,106,74,38
167,17,6,255,126,45,45
168,17,7,142,161,57,48
169,17,8,178,130,43,43
170,17,10,942,94,47,39
171,17,12,177,121,30,25
172,17,13,254,86,33,28
173,18,1,945,110,98,49
174,18,2,481,79,49,30
175,18,3,1,260,42,56
176,18,4,326,113,53,44
177,18,5,872,106,74,38
178,18,6,255,126,45,44
179,18,7,140,162,58,48
180,18,8,179,130,43,44
181,18,10,942,94,47,39
182,18,12,177,121,30,25
183,18,13,255,86,33,28
184,19,1,945,110,98,49
185,19,2,471,78,47,29
186,19,3,5,268,11,50
187,19,4,326,113,53,44
188,19,5,872,106,74,38
189,19,6,255,126,45,44
190,19,7,137,162,59,49
191,19,8,179,130,43,45
192,19,10,942,94,47,39
193,19,12,177,121,30,25
194,19,13,256,87,34,28
195,20,1,945,110,98,49
196,20,2,462,76,45,29
197,20,4,326,113,53,44
198,20,5,872,106,74,38
199,20,6,255,126,46,44
200,20,7,134,163,60,50
201,20,8,179,130,43,45
202,20,10,942,94,47,39
203,20,12,177,122,31,25
204,20,13,257,87,34,28
205,21,1,945,110,98,49
206,21,2,452,75,43,28
207,21,4,326,113,53,44
208,21,5,872,106,74,38
209,21,6,255,126,45,44
210,21,7,131,165,60,51
211,21,8,179,130,43,45
212,21,10,942,94,47,39
213,21,12,177,122,31,25
214,21,13,258,88,34,28
215,22,1,945,110,98,49
216,22,2,444,74,41,27
217,22,4,326,113,53,44
218,22,5,872,106,73,38
219,22,6,255,126,45,44
220,22,7,128,166,62,52
221,22,8,179,130,42,46
222,22,10,942,94,47,39
223,22,12,177,122,31,26
224,22,13,259,88,35,29
225,23,1,945,110,98,49
226,23,2,436,73,40,27
227,23,4,326,113,53,44
228,23,5,872,106,73,38
229,23,6,255,126,45,44
230,23,7,124,167,63,53
231,23,8,179,131,42,46
232,23,10,942,94,47,39
233,23,12,178,122,31,26
234,23,13,260,88,35,29
235,24,1,945,110,98,49
236,24,2,428,72,39,26
237,24,4,326,113,53,44
238,24,5,872,106,73,38
239,24,6,255,126,45,44
240,24,7,119,169,64,54
241,24,8,180,131,42,46
242,24,10,942,94,47,39
243,24,12,178,122,31,26
244,24,13,261,89,36,29
245,24,14,1206,327,74,69
246,25,1,945,110,98,49
247,25,2,420,71,37,26
248,25,4,326,113,53,44
249,25,5,872,106,73,38
250,25,6,255,126,45,44
251,25,7,114,171,66,54
252,25,8,180,131,42,46
253,25,10,942,94,47,39
254,25,12,178,122,32,26
255,25,13,262,89,37,30
256,25,14,1134,300,140,84
257,26,1,945,110,98,49
258,26,2,413,70,36,25
259,26,4,326,113,53,44
260,26,5,872,106,73,38
261,26,6,255,126,45,44
262,26,7,108,173,67,55
263,26,8,179,132,42,46
264,26,10,942,94,47,39
265,26,12,178,122,32,27
266,26,13,263,89,37,30
267,26,14,1068,275,170,90
268,27,1,945,110,98,49
269,27,2,406,69,35,24
270,27,4,326,113,53,44
271,27,5,872,106,73,38
272,27,6,255,126,45,44
273,27,7,102,175,70,56
274,27,8,179,132,42,46
275,27,10,942,94,46,39
276,27,12,178,122,32,27
277,27,13,264,90,37,31
278,27,14,1007,252,182,91
279,28,1,945,110,98,49
280,28,2,399,68,34,24
281,28,4,326,113,53,44
282,28,5,872,106,73,38
283,28,6,255,126,44,44
284,28,7,95,178,72,57
285,28,8,179,132,43,46
286,28,10,942,94,46,39
287,28,12,178,122,32,27
288,28,13,266,90,38,31
289,28,14,951,233,182,88
290,29,1,945,110,98,49
291,29,4,326,113,53,44
292,29,5,872,106,73,38
293,29,6,255,126,44,44
294,29,7,87,181,75,57
295,29,8,178,132,43,46
296,29,10,942,94,46,39
297,29,12,178,122,32,27
298,29,13,267,91,38,31
299,29,14,900,215,175,83
300,30,1,945,110,98,49
301,30,4,326,113,53,44
302,30,5,872,106,73,38
303,30,6,255,126,45,44
304,30,7,78,184,77,58
305,30,8,178,133,44,46
306,30,10,942,94,46,39
307,30,12,178,122,32,27
308,30,13,268,91,38,32
309,30,14,853,200,163,77
310,31,1,945,110,98,49
311,31,4,326,113,53,44
312,31,5,872,106,73,38
313,31,6,255,126,45,44
314,31,7,69,187,80,59
315,31,8,177,133,44,46
316,31,10,942,94,47,40
317,31,12,178,122,32,27
318,31,13,269,91,38,32
319,31,14,810,187,150,71
320,32,1,945,110,98,49
321,32,4,326,113,53,44
322,32,5,872,106,73,38
323,32,6,255,126,45,44
324,32,7,60,191,83,60
325,32,8,176,133,45,47
326,32,10,942,94,47,40
327,32,12,178,122,32,27
328,32,13,270,92,38,32
329,32,14,771,174,137,64
330,33,1,945,110,98,49
331,33,4,326,113,53,44
332,33,5,872,106,73,38
333,33,6,255,126,45,44
334,33,7,50,195,85,61
335,33,8,176,134,45,47
336,33,10,942,94,47,40
337,33,12,178,123,32,27
338,33,13,271,92,38,32
339,33,14,736,164,124,59
340,33,15,251,91,23,19
341,34,1,945,110,98,49
342,34,4,326,113,52,44
343,34,5,872,106,73,38
344,34,6,255,126,45,44
345,34,7,40,199,87,62
346,34,8,175,134,46,48
347,34,10,942,94,47,40
348,34,12,178,123,32,27
349,34,13,272,93,39,32
350,34,14,704,154,114,54
351,34,15,252,91,24,19
352,35,1,945,110,98,49
353,35,4,326,113,52,44
354,35,5,872,106,73,38
355,35,6,255,126,45,44
356,35,7,30,203,88,63
357,35,8,174,134,46,48
358,35,10,942,93,46,40
359,35,12,178,123,32,27
360,35,13,273,93,39,32
361,35,14,675,146,105,51
362,35,15,253,92,24,19
363,36,1,945,110,98,49
364,36,4,326,113,53,44
365,36,5,872,106,73,38
366,36,6,255,126,45,44
367,36,7,20,208,87,64
368,36,8,173,134,47,49
369,36,10,942,93,46,40
370,36,12,178,123,32,27
371,36,13,274,93,40,33
372,36,14,648,139,97,48
373,36,15,253,92,24,20
374,37,1,945,110,98,49
375,37,4,326,113,53,44
376,37,5,872,106,73,38
377,37,6,255,126,45,44
378,37,7,12,212,85,65
379,37,8,173,135,47,49
380,37,10,942,93,47,40
381,37,12,179,124,33,27
382,37,13,275,94,40,33
383,37,14,624,132,92,45
384,37,15,254,92,24,20
385,38,1,945,110,98,49
