detect_id,frame_id,camera_track_id,x,y,w,h
0,1,1,0,409,201,141
1,1,2,542,159,120,47
2,1,3,486,219,171,87
3,1,4,892,369,215,139
4,1,5,591,105,79,31
5,1,6,201,207,129,58
6,1,7,320,141,70,37
7,1,8,777,169,127,54
8,1,9,757,96,57,25
9,1,10,208,129,45,34
10,1,11,841,115,59,32
11,1,12,166,155,41,38
12,1,13,143,135,37,36
13,1,14,130,125,36,27
14,2,1,0,409,201,141
15,2,2,559,159,121,48
16,2,3,470,216,170,86
17,2,4,864,355,214,135
18,2,5,591,105,79,31
19,2,6,181,210,132,58
20,2,7,326,141,73,37
21,2,8,792,169,125,53
22,2,9,755,97,57,25
23,2,10,208,129,45,34
24,2,11,838,116,59,32
25,2,12,166,155,41,38
26,2,13,143,135,37,36
27,2,14,130,125,35,27
28,3,1,0,409,201,141
29,3,2,576,160,122,48
30,3,3,455,213,168,85
31,3,4,838,343,212,131
32,3,5,591,105,79,31
33,3,6,162,213,132,58
34,3,7,333,142,76,38
35,3,8,806,170,122,53
36,3,9,751,97,58,25
37,3,10,208,129,45,34
38,3,11,834,116,60,32
39,3,12,166,155,41,38
40,3,13,143,135,37,36
41,3,14,130,125,35,27
42,4,1,0,409,201,141
43,4,2,592,161,123,49
44,4,3,440,210,165,83
45,4,4,813,331,210,127
46,4,5,591,105,79,31
47,4,6,145,215,132,59
48,4,7,340,143,79,39
49,4,8,820,170,119,52
50,4,9,747,97,59,25
51,4,10,208,129,45,35
52,4,11,831,115,61,32
53,4,12,166,155,41,38
54,4,13,143,135,37,36
55,4,14,130,125,35,27
56,5,1,0,409,201,141
57,5,2,608,162,124,49
58,5,3,426,208,162,82
59,5,4,790,321,207,123
60,5,5,591,105,79,31
61,5,6,129,218,130,60
62,5,7,348,143,83,40
63,5,8,834,171,115,52
64,5,9,744,96,59,25
65,5,10,207,129,45,35
66,5,11,826,115,62,33
67,5,12,166,155,41,38
68,5,13,143,135,37,37
69,5,14,130,125,36,27
70,6,1,0,409,201,141
71,6,2,624,163,125,49
72,6,3,413,206,159,80
73,6,4,767,311,204,119
74,6,5,591,105,79,31
75,6,6,112,220,128,62
76,6,7,357,144,86,41
77,6,8,847,171,110,51
78,6,9,740,96,60,26
79,6,10,207,129,45,35
80,6,11,822,115,64,33
81,6,12,166,155,41,38
82,6,13,143,135,37,37
83,6,14,129,125,36,27
84,7,1,0,409,201,141
85,7,2,640,164,125,49
86,7,3,399,204,156,79
87,7,4,745,302,200,114
88,7,5,591,105,79,31
89,7,6,96,223,126,63
90,7,7,366,144,89,42
91,7,8,859,171,106,51
92,7,9,738,96,60,26
93,7,10,207,129,45,35
94,7,11,819,116,64,33
95,7,12,166,155,41,38
96,7,13,143,135,37,37
97,7,14,129,125,36,27
98,8,1,0,409,201,141
99,8,2,656,166,125,49
100,8,3,385,202,153,77
101,8,4,724,293,196,110
102,8,5,591,105,79,31
103,8,6,80,226,124,65
104,8,7,376,145,93,43
105,8,8,871,172,102,50
106,8,9,735,96,60,26
107,8,10,207,129,45,35
108,8,11,816,116,63,33
109,8,12,166,155,41,38
110,8,13,143,135,37,37
111,8,14,129,125,36,27
112,9,1,0,409,201,141
113,9,2,672,167,124,49
114,9,3,371,201,152,76
115,9,4,704,285,193,106
116,9,5,591,105,79,31
117,9,6,63,230,122,67
118,9,7,387,146,97,44
119,9,8,882,172,97,50
120,9,9,733,96,59,26
121,9,10,207,129,45,35
122,9,11,812,115,64,33
123,9,12,166,155,41,38
124,9,13,143,135,37,36
125,9,14,129,125,35,27
126,9,16,1156,496,124,146
127,9,17,925,108,48,25
128,10,1,0,409,201,141
129,10,2,688,168,123,48
130,10,3,357,200,150,75
131,10,4,684,278,189,102
132,10,5,591,105,79,31
133,10,6,47,235,119,69
134,10,7,398,147,100,45
135,10,8,893,172,92,49
136,10,9,731,96,59,26
137,10,10,207,129,45,35
138,10,11,808,116,65,33
139,10,12,166,155,41,38
140,10,13,143,135,37,36
141,10,14,130,125,35,27
142,10,16,1125,480,155,142
143,10,17,921,108,48,25
144,11,1,0,409,201,141
145,11,2,704,169,121,48
146,11,3,343,199,149,74
147,11,4,665,271,186,98
148,11,5,591,105,79,31
149,11,6,32,240,116,71
150,11,7,410,148,104,45
151,11,8,903,171,88,48
152,11,9,728,96,60,27
153,11,10,207,129,44,35
154,11,11,806,115,65,34
155,11,12,166,155,41,38
156,11,13,142,135,37,36
157,11,14,130,125,35,26
158,11,16,1092,464,180,141
159,11,17,917,107,49,25
160,11,18,907,101,35,18
161,12,1,0,409,201,141
162,12,2,720,170,119,47
163,12,3,329,198,147,73
164,12,4,647,264,183,94
165,12,5,590,105,79,31
166,12,6,18,246,112,72
167,12,7,423,149,107,46
168,12,8,912,171,84,48
169,12,9,725,96,61,27
170,12,10,208,129,44,35
171,12,11,803,115,65,35
172,12,12,166,155,41,38
173,12,13,142,135,37,36
174,12,14,130,125,35,26
175,12,16,1058,447,195,141
176,12,17,912,107,49,26
177,12,18,904,101,34,18
178,13,1,0,409,201,141
179,13,2,735,172,117,46
180,13,3,315,197,146,72
181,13,4,629,258,180,91
182,13,5,590,105,80,31
183,13,6,7,252,104,72
184,13,7,437,150,110,46
185,13,8,921,171,80,47
186,13,9,723,96,61,27
187,13,10,208,129,44,35
188,13,11,803,115,63,35
189,13,12,166,155,41,38
190,13,13,142,135,37,36
191,13,14,130,125,34,26
192,13,16,1024,429,205,141
193,13,17,908,107,50,25
194,13,18,900,101,35,19
195,14,1,0,409,201,141
196,14,2,750,173,114,45
197,14,3,302,197,145,71
198,14,4,611,252,177,88
199,14,5,590,105,80,31
200,14,6,1,259,92,72
201,14,7,451,152,113,47
202,14,8,929,170,76,46
203,14,9,721,96,62,27
204,14,10,208,129,44,35
205,14,11,800,115,62,35
206,14,12,166,155,41,38
207,14,13,142,135,37,36
208,14,14,130,125,34,26
209,14,16,991,412,210,141
210,14,17,904,107,51,25
211,14,18,896,101,36,18
212,15,1,0,409,201,141
213,15,2,765,174,111,44
214,15,3,289,196,143,70
215,15,4,594,247,174,85
216,15,5,590,105,80,31
217,15,6,1,266,75,71
218,15,7,466,153,116,47
219,15,8,937,170,73,46
220,15,9,719,96,61,27
221,15,10,208,129,44,35
222,15,11,796,115,64,35
223,15,12,166,155,41,38
224,15,13,142,135,37,36
225,15,14,130,125,34,26
226,15,16,959,396,212,141
227,15,17,900,107,51,25
228,15,18,893,101,37,18
229,16,1,0,409,201,141
230,16,2,779,175,108,44
231,16,3,276,196,141,69
232,16,4,577,242,171,82
233,16,5,590,105,80,31
234,16,6,1,273,56,68
235,16,7,481,154,118,47
236,16,8,944,169,70,45
237,16,9,717,96,61,28
238,16,10,208,129,44,35
239,16,11,792,115,65,36
240,16,12,166,155,41,38
241,16,13,142,135,37,37
242,16,14,130,125,34,26
243,16,16,928,380,213,139
244,16,17,896,107,52,25
245,16,18,890,100,37,18
246,17,1,0,409,201,141
247,17,2,793,175,105,43
248,17,3,263,196,140,68
249,17,4,560,238,168,79
250,17,5,590,105,80,31
251,17,6,4,280,33,64
252,17,7,497,156,120,48
253,17,8,951,169,67,44
254,17,9,715,96,61,28
255,17,10,208,129,44,35
256,17,11,788,115,67,35
257,17,12,166,155,41,38
258,17,13,142,135,37,37
259,17,14,130,125,34,26
260,17,16,898,364,211,137
261,17,17,891,107,53,25
262,17,18,887,100,36,18
263,18,1,0,409,201,141
264,18,2,806,176,102,42
265,18,3,250,196,138,67
266,18,4,544,234,165,77
267,18,5,590,105,80,31
268,18,7,514,157,122,48
269,18,8,958,168,64,44
270,18,9,713,96,61,28
271,18,10,208,129,44,35
272,18,11,785,115,67,36
273,18,12,166,155,41,38
274,18,13,142,135,37,37
275,18,14,130,125,34,26
276,18,16,868,350,209,133
277,18,17,887,107,54,25
278,18,18,883,99,36,18
279,19,1,0,409,201,141
280,19,2,819,176,99,41
281,19,3,237,196,136,66
282,19,4,527,230,163,75
283,19,5,590,105,80,31
284,19,7,531,159,123,48
285,19,8,964,168,62,43
286,19,9,712,96,62,28
287,19,10,208,129,44,35
288,19,11,783,114,68,37
289,19,12,166,155,41,38
290,19,13,142,135,37,37
291,19,14,130,125,34,26
292,19,16,841,336,207,129
293,19,17,883,106,55,25
294,19,18,880,99,36,19
295,20,1,0,409,201,141
296,20,2,831,177,96,41
297,20,3,224,196,134,66
298,20,4,511,226,160,73
299,20,5,590,105,80,31
300,20,7,549,160,124,48
301,20,8,970,167,60,42
302,20,9,710,97,63,28
303,20,10,208,129,44,35
304,20,11,780,115,68,37
305,20,12,166,155,42,38
306,20,13,142,135,37,37
307,20,14,130,125,34,26
308,20,16,814,324,204,124
309,20,17,879,106,55,25
310,20,18,876,98,38,19
311,21,1,0,409,201,141
312,21,2,843,177,93,40
313,21,3,210,197,132,66
314,21,4,495,223,158,72
315,21,5,590,105,80,31
316,21,7,567,162,125,49
317,21,8,976,166,58,41
318,21,9,708,97,63,28
319,21,10,208,129,44,35
320,21,11,778,114,69,37
321,21,12,166,155,42,38
322,21,13,142,135,37,37
323,21,14,131,125,33,26
324,21,16,788,312,201,119
325,21,17,874,106,56,26
326,21,18,873,98,42,20
327,22,1,0,409,201,141
328,22,2,854,177,90,40
329,22,3,197,198,130,66
330,22,4,479,220,155,70
331,22,5,590,105,80,31
332,22,7,585,163,126,49
333,22,8,982,166,57,41
334,22,9,707,97,63,28
335,22,10,208,129,44,35
336,22,11,775,114,69,38
337,22,12,166,155,42,38
338,22,13,142,135,37,37
339,22,14,131,125,33,26
340,22,16,763,301,198,114
341,22,17,870,106,57,26
342,22,18,870,98,45,21
343,23,1,0,409,201,141
344,23,2,864,177,87,39
345,23,3,183,199,129,67
346,23,4,464,217,153,69
347,23,5,590,105,80,31
348,23,7,603,164,126,49
349,23,8,987,165,55,40
350,23,9,706,97,63,28
351,23,10,208,129,44,35
352,23,11,773,115,69,37
353,23,12,166,155,42,38
354,23,13,142,135,37,37
355,23,14,131,125,33,26
356,23,16,740,291,195,109
357,23,17,865,106,57,27
358,23,18,866,98,47,21
359,24,1,0,409,201,141
360,24,2,874,177,85,39
361,24,3,169,200,128,68
362,24,4,448,215,151,68
363,24,5,590,105,80,31
364,24,7,622,166,126,49
365,24,8,992,165,54,39
366,24,9,705,97,63,28
367,24,10,208,128,44,35
368,24,11,771,115,69,37
369,24,12,166,155,42,38
370,24,13,142,135,37,37
371,24,14,131,125,33,26
372,24,16,717,282,192,103
373,24,17,860,105,58,27
374,24,18,863,98,46,20
375,25,1,0,409,201,141
376,25,2,884,177,82,39
377,25,3,154,202,127,69
378,25,4,432,213,149,67
379,25,5,590,105,80,31
380,25,7,640,167,126,49
381,25,8,998,165,53,39
382,25,9,704,96,63,28
383,25,10,208,128,44,35
384,25,11,768,115,70,37
385,25,12,166,155,42,38
386,25,13,142,135,37,37
387,25,14,131,125,33,27
388,25,16,695,274,189,98
389,25,17,856,105,59,27
390,25,18,859,98,45,20
391,25,19,0,158,24,27
392,26,1,0,409,201,141
393,26,2,893,176,80,39
394,26,3,138,203,127,70
395,26,4,417,211,147,66
396,26,5,590,105,80,31
397,26,7,658,168,125,49
398,26,8,1003,164,52,38
399,26,9,703,96,63,28
400,26,10,208,128,44,35
401,26,11,766,115,70,37
402,26,12,166,155,42,38
403,26,13,142,135,38,37
404,26,14,131,125,34,27
405,26,16,673,266,186,94
406,26,17,851,105,60,27
407,26,18,856,98,44,19
408,26,19,1,157,28,28
409,27,1,0,409,201,141
410,27,2,902,176,77,39
411,27,3,123,206,127,72
412,27,4,401,209,145,65
413,27,5,590,105,80,31
414,27,7,677,169,124,48
415,27,8,1008,164,51,37
416,27,9,702,96,64,28
417,27,10,208,128,44,36
418,27,11,764,116,71,37
419,27,12,166,155,42,38
420,27,13,142,135,38,37
421,27,14,131,124,34,27
422,27,16,652,259,183,89
423,27,17,847,105,61,27
424,27,18,853,98,43,19
425,27,19,0,155,34,29
426,28,1,0,409,201,141
427,28,2,910,176,74,38
428,28,3,107,208,128,74
429,28,4,386,207,144,64
430,28,5,590,105,80,31
431,28,7,694,170,123,48
432,28,8,1013,164,50,37
433,28,9,701,96,64,28
434,28,10,208,128,44,36
435,28,11,762,115,71,38
436,28,12,166,155,42,38
437,28,13,142,135,38,37
438,28,14,131,124,34,27
439,28,16,632,253,180,86
440,28,17,842,105,62,27
441,28,18,850,98,43,19
442,28,19,1,153,39,29
443,29,1,0,409,201,141
444,29,2,919,175,72,38
445,29,3,91,211,128,76
446,29,4,370,206,142,63
447,29,5,590,105,80,31
448,29,7,712,171,122,48
449,29,8,1017,163,48,36
450,29,9,701,96,64,28
451,29,10,208,128,44,36
452,29,11,761,115,71,38
453,29,12,166,155,42,38
454,29,13,142,135,38,37
455,29,14,130,124,35,27
456,29,16,613,247,176,82
457,29,17,837,104,63,28
458,29,18,847,98,44,19
459,29,19,1,151,42,29
460,30,1,0,409,201,141
461,30,2,927,175,69,38
462,30,3,75,214,128,78
463,30,4,354,205,141,62
464,30,5,590,105,80,31
465,30,7,729,172,120,47
466,30,8,1022,163,47,35
467,30,9,700,96,64,29
468,30,10,208,128,44,36
469,30,11,759,115,71,38
470,30,12,166,155,42,38
471,30,13,142,135,38,37
472,30,14,130,124,35,27
473,30,16,594,241,173,80
474,30,17,832,104,64,29
475,30,18,844,98,46,20
476,30,19,0,149,46,28
477,31,1,0,409,201,141
478,31,2,934,174,67,38
479,31,3,60,217,127,80
480,31,4,339,204,140,61
481,31,5,590,105,80,32
482,31,7,746,173,119,47
483,31,8,1026,163,46,35
484,31,9,700,96,64,29
485,31,10,208,128,44,36
486,31,11,757,115,72,38
487,31,12,166,155,41,38
488,31,13,142,135,38,37
489,31,14,130,124,35,27
490,31,16,575,237,170,77
491,31,17,827,103,66,30
492,31,18,840,97,46,20
493,31,19,2,148,47,27
494,32,1,0,409,201,141
495,32,2,942,174,64,37
496,32,3,46,221,125,81
497,32,4,323,204,140,60
498,32,5,590,105,80,32
499,32,7,762,174,116,46
500,32,8,1031,163,45,34
501,32,9,700,96,64,29
502,32,10,208,128,44,36
503,32,11,755,115,73,38
504,32,12,166,155,41,38
505,32,13,142,135,38,37
506,32,14,129,124,36,27
507,32,16,557,232,166,75
508,32,17,823,102,66,31
509,32,18,837,97,47,20
510,32,19,6,146,47,26
511,33,1,0,409,201,141
512,33,2,949,173,62,37
513,33,3,32,225,122,81
514,33,4,308,203,139,59
515,33,5,590,105,80,32
516,33,7,777,175,114,46
517,33,8,1035,163,44,33
518,33,9,699,96,64,29
519,33,10,208,128,44,36
520,33,11,753,115,73,39
521,33,12,166,155,41,38
522,33,13,142,135,39,37
523,33,14,129,124,36,27
524,33,16,539,228,163,73
525,33,17,819,102,67,31
526,33,18,835,97,46,20
527,33,19,9,145,46,25
528,34,1,0,409,201,141
529,34,2,956,173,60,36
530,34,3,21,230,117,81
531,34,4,292,203,138,58
532,34,5,590,105,80,32
533,34,7,792,175,111,45
534,34,8,1039,162,43,33
535,34,9,699,96,64,29
536,34,10,208,128,44,36
537,34,11,752,115,73,39
538,34,12,166,155,41,38
539,34,13,142,135,39,37
540,34,14,129,124,36,27
541,34,16,522,224,160,72
542,34,17,816,102,66,31
543,34,18,832,97,46,20
544,34,19,13,144,45,25
545,35,1,0,409,201,141
546,35,2,963,172,57,36
547,35,3,11,235,110,80
548,35,4,277,203,138,58
549,35,5,590,105,80,32
550,35,7,806,176,108,44
551,35,8,1043,162,43,32
552,35,9,699,96,64,29
553,35,10,208,128,44,36
554,35,11,751,115,73,39
555,35,12,166,155,41,38
556,35,13,142,135,39,37
557,35,14,129,124,36,27
558,35,16,504,220,157,70
559,35,17,812,103,66,31
560,35,18,830,97,46,20
561,35,19,17,143,45,25
562,36,1,0,409,201,141
563,36,2,970,172,55,35
564,36,3,3,240,100,79
565,36,4,261,204,138,57
566,36,5,590,105,80,32
567,36,7,820,176,105,44
568,36,8,1047,162,42,32
569,36,9,699,96,64,28
570,36,10,208,128,44,36
571,36,11,750,114,73,40
572,36,12,166,155,41,38
573,36,13,142,135,39,37
574,36,14,129,124,36,27
575,36,16,487,217,155,69
576,36,17,808,103,66,31
577,36,18,828,97,46,20
578,36,19,19,142,45,26
579,37,1,0,409,201,141
580,37,2,977,171,53,34
581,37,3,1,246,86,77
582,37,4,245,205,138,57
583,37,5,590,105,81,31
584,37,7,833,176,102,43
585,37,8,1050,162,41,31
586,37,9,699,96,64,28
587,37,10,208,128,44,36
588,37,11,748,115,74,40
589,37,12,166,155,41,38
590,37,13,142,135,39,36
591,37,14,129,124,36,27
592,37,16,470,214,153,68
593,37,17,804,103,67,31
594,37,18,825,97,46,20
595,37,19,22,141,45,26
596,37,21,1135,484,145,161
597,38,1,0,409,201,141
598,38,2,983,171,51,34
599,38,3,1,252,69,75
600,38,4,230,205,138,57
601,38,5,590,105,81,31
602,38,7,846,176,98,42
603,38,8,1054,162,41,31
604,38,9,699,96,64,28
605,38,10,208,128,44,36
606,38,11,747,115,74,40
607,38,12,166,155,41,38
608,38,13,143,135,39,36
609,38,14,129,124,36,27
610,38,16,454,211,151,67
611,38,17,799,103,69,31
612,38,18,823,97,46,20
613,38,19,23,140,45,27
614,38,21,1103,469,172,153
615,39,1,0,409,201,141
616,39,2,989,171,49,33
617,39,3,1,258,51,73
618,39,4,214,206,138,57
619,39,5,590,105,81,31
620,39,7,858,177,94,42
621,39,8,1057,161,40,30
622,39,9,699,96,64,28
623,39,10,208,128,44,35
624,39,11,746,115,74,39
625,39,12,166,155,41,38
626,39,13,143,135,39,36
627,39,14,130,124,36,27
628,39,16,437,208,149,65
629,39,17,795,103,70,31
630,39,18,822,97,46,21
631,39,19,24,140,46,28
632,39,21,1070,453,188,149
633,40,1,0,409,201,141
634,40,2,995,170,48,32
635,40,3,1,264,34,71
636,40,4,198,208,138,58
637,40,5,590,105,81,31
638,40,7,869,177,91,41
639,40,8,1061,161,39,29
640,40,9,699,96,64,29
641,40,10,208,128,44,35
642,40,11,745,115,74,40
643,40,12,166,155,41,38
644,40,13,143,135,39,36
645,40,14,130,124,36,26
646,40,16,421,206,148,64
647,40,17,790,103,72,31
648,40,18,821,97,45,22
649,40,19,25,139,47,29
650,40,21,1036,436,198,148
651,41,1,0,409,201,141
652,41,2,1001,170,46,32
653,41,3,4,271,14,71
654,41,4,182,209,138,58
655,41,5,591,105,80,31
656,41,7,880,177,87,40
657,41,8,1065,161,38,29
658,41,9,699,96,64,29
659,41,10,208,128,44,35
660,41,11,744,115,74,39
661,41,12,166,155,41,38
662,41,13,143,136,39,36
663,41,14,130,125,35,26
664,41,16,404,204,146,63
665,41,17,785,103,74,30
