detect_id,frame_id,camera_track_id,x,y,w,h
0,1,1,849,264,143,76
1,1,2,829,163,59,40
2,1,3,541,168,65,29
3,1,4,126,264,57,55
4,1,5,454,175,66,30
5,1,6,970,168,39,34
6,1,7,972,263,172,103
7,1,8,222,218,44,34
8,1,9,266,233,56,40
9,1,10,874,155,49,34
10,1,11,919,155,34,25
11,1,12,119,217,27,25
12,1,13,148,196,25,25
13,1,14,76,222,22,24
14,2,1,822,255,140,75
15,2,2,829,162,59,40
16,2,3,529,166,63,29
17,2,4,128,267,55,55
18,2,5,445,173,61,29
19,2,6,972,167,39,33
20,2,7,949,255,179,104
21,2,8,223,218,44,34
22,2,9,266,233,56,40
23,2,10,874,155,49,34
24,2,11,918,155,35,25
25,2,12,125,221,29,29
26,2,13,149,197,25,24
27,2,14,74,221,19,24
28,3,1,797,247,137,73
29,3,2,829,162,59,40
30,3,3,517,164,61,28
31,3,4,134,272,59,59
32,3,5,436,171,58,29
33,3,6,974,166,39,33
34,3,7,928,247,182,104
35,3,8,224,218,44,34
36,3,9,266,233,56,40
37,3,10,874,155,49,34
38,3,11,918,155,35,25
39,3,12,129,223,30,31
40,3,13,150,197,26,24
41,3,14,75,221,19,25
42,3,15,131,185,22,22
43,4,1,772,239,134,71
44,4,2,829,163,59,40
45,4,3,506,163,59,28
46,4,4,142,279,65,65
47,4,5,426,169,55,28
48,4,6,976,165,39,33
49,4,7,908,241,182,103
50,4,8,225,219,45,34
51,4,9,266,233,56,40
52,4,10,874,155,49,34
53,4,11,919,155,34,25
54,4,12,133,225,31,32
55,4,13,150,197,26,25
56,4,14,77,223,22,27
57,4,15,132,185,21,22
58,5,1,747,232,131,68
59,5,2,829,162,59,40
60,5,3,494,161,57,27
61,5,4,151,287,73,71
62,5,5,416,168,53,27
63,5,6,978,165,38,32
64,5,7,889,234,181,101
65,5,8,225,219,45,34
66,5,9,266,233,56,40
67,5,10,874,155,49,34
68,5,11,919,156,34,25
69,5,12,136,226,31,33
70,5,13,151,197,26,25
71,5,14,80,226,24,28
72,5,15,132,185,21,22
73,6,1,724,225,127,66
74,6,2,829,162,59,40
75,6,3,483,160,56,26
76,6,4,161,296,80,77
77,6,5,407,166,51,27
78,6,6,980,164,38,32
79,6,7,870,228,179,98
80,6,8,226,219,44,34
81,6,9,266,233,56,40
82,6,10,874,155,49,34
83,6,11,919,155,34,25
84,6,12,139,227,32,34
85,6,13,152,197,27,24
86,6,14,82,228,26,30
87,6,15,133,185,22,21
88,7,1,701,219,123,63
89,7,2,829,162,59,40
90,7,3,472,158,54,26
91,7,4,171,304,88,83
92,7,5,397,165,49,26
93,7,6,982,164,37,32
94,7,7,852,223,176,96
95,7,8,226,219,45,34
96,7,9,266,233,56,40
97,7,10,874,155,49,34
98,7,11,919,155,34,25
99,7,12,144,229,34,36
100,7,13,153,198,27,25
101,7,14,85,231,28,31
102,7,15,133,185,22,21
103,7,16,1249,437,25,105
104,8,1,678,213,119,61
105,8,2,829,162,59,40
106,8,3,461,157,52,25
107,8,4,182,313,96,89
108,8,5,388,163,48,26
109,8,6,984,163,37,31
110,8,7,835,217,173,93
111,8,8,227,219,45,34
112,8,9,266,233,56,40
113,8,10,874,155,49,34
114,8,11,919,155,34,25
115,8,12,149,232,36,37
116,8,13,153,198,28,27
117,8,14,87,233,29,32
118,8,15,134,186,23,22
119,8,16,1230,428,50,101
120,8,17,102,203,21,23
121,9,1,657,207,116,58
122,9,2,829,163,59,40
123,9,3,450,156,51,24
124,9,4,195,322,104,95
125,9,5,380,162,46,25
126,9,6,986,163,37,31
127,9,7,817,211,171,91
128,9,8,227,219,45,34
129,9,9,266,233,55,39
130,9,10,874,155,49,34
131,9,11,919,155,34,25
132,9,12,156,236,39,40
133,9,13,154,198,28,26
134,9,14,89,235,29,33
135,9,15,134,186,23,22
136,9,16,1208,417,72,96
137,9,17,102,203,21,22
138,10,1,636,202,112,56
139,10,2,829,163,59,40
140,10,3,440,154,49,24
141,10,4,209,332,114,101
142,10,5,371,161,45,24
143,10,6,987,162,37,31
144,10,7,799,206,168,89
145,10,8,228,219,44,35
146,10,9,266,233,55,39
147,10,10,874,155,49,34
148,10,11,919,155,34,25
149,10,12,163,240,42,42
150,10,13,155,198,28,26
151,10,14,91,237,29,33
152,10,15,135,186,23,22
153,10,16,1183,406,94,92
154,10,17,103,204,21,21
155,11,1,616,197,108,54
156,11,2,829,162,59,40
157,11,3,431,153,48,23
158,11,4,225,345,126,110
159,11,5,363,160,43,23
160,11,6,989,162,36,31
161,11,7,781,201,166,87
162,11,8,228,219,45,35
163,11,9,266,233,55,40
164,11,10,875,154,48,34
165,11,11,919,155,34,25
166,11,12,171,245,45,45
167,11,13,157,198,28,27
168,11,14,93,239,29,34
169,11,15,135,186,23,22
170,11,16,1157,393,106,88
171,11,17,105,205,21,22
172,11,19,1225,382,50,76
173,11,36,1078,767,200,193
174,12,1,596,193,105,52
175,12,2,829,162,59,40
176,12,3,421,152,46,23
177,12,4,244,359,142,121
178,12,5,356,160,42,22
179,12,6,990,162,36,30
180,12,7,764,196,163,85
181,12,8,229,219,46,35
182,12,9,266,233,55,40
183,12,10,875,154,48,34
184,12,11,919,155,34,25
185,12,12,180,250,48,48
186,12,13,157,199,28,27
187,12,14,95,241,30,35
188,12,15,136,186,24,22
189,12,16,1128,380,115,85
190,12,17,107,207,22,22
191,12,19,1210,374,70,86
192,12,36,1067,766,213,192
193,13,1,578,189,101,51
194,13,2,829,162,59,40
195,13,3,412,151,45,22
196,13,4,268,377,161,135
197,13,5,348,159,41,22
198,13,6,992,161,36,30
199,13,7,746,192,161,83
200,13,8,229,219,45,35
201,13,9,266,233,56,40
202,13,10,874,154,48,34
203,13,11,919,155,34,25
204,13,12,190,255,52,50
205,13,13,158,199,28,27
206,13,14,97,244,31,36
207,13,15,136,186,24,22
208,13,16,1099,367,120,82
209,13,17,109,208,23,23
210,13,19,1193,365,87,91
211,13,36,1063,766,216,192
212,14,1,560,185,97,49
213,14,2,829,162,59,40
214,14,3,404,150,44,22
215,14,4,297,399,186,152
216,14,5,341,158,39,21
217,14,6,993,161,36,30
218,14,7,729,187,158,81
219,14,8,229,220,46,35
220,14,9,266,233,56,40
221,14,10,874,154,49,34
222,14,11,919,155,33,25
223,14,12,200,260,55,53
224,14,13,159,199,29,27
225,14,14,100,247,32,38
226,14,15,137,186,24,23
227,14,16,1069,354,124,80
228,14,17,112,210,24,24
229,14,19,1173,356,106,92
230,14,36,1065,766,214,193
231,15,1,543,181,94,48
232,15,2,829,162,59,40
233,15,3,395,149,42,21
234,15,4,332,425,215,172
235,15,5,335,157,38,21
236,15,6,994,161,36,30
237,15,7,712,183,156,79
238,15,8,230,220,46,35
239,15,9,266,233,55,40
240,15,10,874,154,49,34
241,15,11,919,155,33,25
242,15,12,211,266,59,56
243,15,13,160,199,29,26
244,15,14,104,251,35,41
245,15,15,137,186,24,23
246,15,16,1038,341,126,79
247,15,17,114,211,25,25
248,15,19,1152,347,116,91
249,15,36,1070,766,208,194
250,16,1,526,178,91,46
251,16,2,829,162,59,40
252,16,3,387,149,41,21
253,16,4,376,456,247,195
254,16,5,328,157,37,20
255,16,6,995,161,36,30
256,16,7,695,179,153,77
257,16,8,230,220,46,35
258,16,9,266,232,55,40
259,16,10,874,154,49,34
260,16,11,919,155,33,25
261,16,12,223,272,64,60
262,16,13,161,199,29,27
263,16,14,108,255,37,43
264,16,15,138,187,24,23
265,16,16,1008,328,127,77
266,16,17,117,213,26,27
267,16,19,1131,338,123,89
268,16,36,1075,766,203,194
269,17,1,511,175,87,45
270,17,2,829,162,59,40
271,17,3,379,148,39,21
272,17,4,428,491,282,219
273,17,5,322,156,36,20
274,17,6,997,160,35,29
275,17,7,679,176,150,74
276,17,8,230,220,47,35
277,17,9,266,232,55,40
278,17,10,874,154,49,34
279,17,11,919,155,33,25
280,17,12,237,279,69,63
281,17,13,162,199,29,28
282,17,14,113,259,41,47
283,17,15,138,187,24,23
284,17,16,977,316,127,76
285,17,17,119,214,27,28
286,17,19,1109,329,128,86
287,17,36,1079,766,199,193
288,18,1,496,173,84,43
289,18,2,829,162,59,40
290,18,3,372,147,38,20
291,18,4,490,531,317,241
292,18,5,315,155,35,19
293,18,6,998,160,35,29
294,18,7,662,172,146,72
295,18,8,230,220,46,35
296,18,9,266,232,55,40
297,18,10,874,154,49,34
298,18,11,919,155,33,25
299,18,12,252,287,75,68
300,18,13,162,200,30,27
301,18,14,119,265,45,50
302,18,15,138,187,24,23
303,18,16,947,305,127,75
304,18,17,122,215,28,29
305,18,19,1086,320,132,84
306,18,36,1079,767,200,192
307,19,1,482,170,81,42
308,19,2,829,162,59,40
309,19,3,364,147,37,20
310,19,4,563,575,348,260
311,19,5,309,155,34,19
312,19,6,1000,160,35,28
313,19,7,647,169,143,70
314,19,8,230,221,47,35
315,19,9,266,233,56,40
316,19,10,874,154,49,34
317,19,11,919,155,33,25
318,19,12,271,295,83,73
319,19,13,163,200,30,28
320,19,14,125,270,49,53
321,19,15,139,187,25,23
322,19,16,917,294,126,74
323,19,17,124,217,28,29
324,19,19,1064,311,134,82
325,19,36,1074,767,206,191
326,20,1,468,168,78,41
327,20,2,829,162,59,40
328,20,3,357,146,36,20
329,20,4,648,622,370,271
330,20,5,303,154,33,19
331,20,6,1001,160,35,28
332,20,7,631,166,139,68
333,20,8,231,221,47,35
334,20,9,266,233,56,40
335,20,10,874,154,49,34
336,20,11,919,155,33,25
337,20,12,292,305,92,79
338,20,13,164,200,30,28
339,20,14,132,276,53,57
340,20,15,140,188,25,23
341,20,16,888,283,125,72
342,20,17,127,218,29,30
343,20,19,1041,302,136,80
344,20,36,1062,768,218,190
345,21,1,455,166,75,39
346,21,2,829,162,59,40
347,21,3,351,145,35,19
348,21,4,746,669,379,269
349,21,5,298,153,32,19
350,21,7,616,163,135,66
351,21,8,231,221,47,34
352,21,9,265,233,57,40
353,21,10,875,154,48,34
354,21,11,919,155,33,25
355,21,12,318,318,104,87
356,21,13,164,200,31,28
357,21,14,139,282,57,60
358,21,15,140,188,25,23
359,21,16,859,273,123,71
360,21,17,129,220,30,31
361,21,19,1019,293,137,78
362,21,21,99,199,19,21
363,21,22,1254,269,25,36
364,21,36,1044,767,236,191
365,22,1,443,164,72,38
366,22,2,829,162,59,40
367,22,3,344,145,34,19
368,22,4,857,716,367,244
369,22,5,292,153,32,19
370,22,7,602,161,131,64
371,22,8,231,221,47,35
372,22,9,265,233,57,40
373,22,10,875,154,48,34
374,22,11,919,155,33,25
375,22,12,350,333,117,97
376,22,13,165,200,31,29
377,22,14,147,288,61,63
378,22,15,140,188,25,23
379,22,16,831,264,121,69
380,22,17,132,221,31,32
381,22,19,996,285,138,77
382,22,21,102,200,21,23
383,22,22,1254,269,25,36
384,22,36,1019,766,260,192
385,23,1,432,162,69,37
386,23,2,829,162,59,40
387,23,3,338,145,33,18
388,23,4,982,758,298,202
389,23,5,287,152,31,18
390,23,7,588,158,127,62
391,23,8,231,221,47,34
392,23,9,265,233,56,40
393,23,10,875,154,48,34
394,23,11,919,155,33,25
395,23,12,387,351,133,108
396,23,13,166,200,31,29
397,23,14,155,295,64,67
398,23,15,141,188,25,23
399,23,16,804,255,119,67
400,23,17,136,223,33,33
401,23,19,974,277,138,76
402,23,21,103,201,22,23
403,23,22,1254,269,25,36
404,23,36,987,763,290,196
405,24,1,421,160,67,36
406,24,2,829,162,59,40
407,24,3,332,144,32,18
408,24,5,282,152,30,18
409,24,7,574,156,123,60
410,24,8,231,221,47,34
411,24,9,265,233,56,40
412,24,10,875,154,48,34
413,24,11,919,155,33,25
414,24,12,432,373,150,121
415,24,13,167,201,32,29
416,24,14,164,303,68,70
417,24,15,141,188,25,23
418,24,16,777,247,117,64
419,24,17,139,225,34,34
420,24,19,952,269,139,75
421,24,21,104,202,23,23
422,24,22,1254,269,25,36
423,25,1,410,159,64,35
424,25,2,829,162,59,40
425,25,3,326,144,31,18
426,25,5,277,152,30,18
427,25,7,561,154,119,58
428,25,8,231,221,47,34
429,25,9,266,233,56,40
430,25,10,875,154,48,34
431,25,11,919,155,33,25
432,25,12,484,399,169,135
433,25,13,168,201,31,29
434,25,14,173,311,73,75
435,25,15,142,188,25,23
436,25,16,751,239,114,62
437,25,17,144,228,36,35
438,25,19,930,261,139,74
439,25,21,105,203,23,24
440,25,22,1254,269,25,37
441,26,1,400,158,62,34
442,26,2,829,162,59,40
443,26,3,320,143,30,17
444,26,5,272,151,29,17
445,26,7,548,152,115,57
446,26,8,231,221,47,34
447,26,9,266,233,56,40
448,26,10,875,154,48,34
449,26,11,919,155,33,25
450,26,12,545,430,187,149
451,26,13,169,201,31,29
452,26,14,184,320,78,80
453,26,15,142,189,26,24
454,26,16,726,232,111,59
455,26,17,149,230,38,37
456,26,19,908,254,139,73
457,26,21,106,204,23,24
458,26,22,1254,269,25,37
459,27,1,390,156,59,33
460,27,2,829,162,59,40
461,27,3,315,143,29,17
462,27,5,268,151,28,17
463,27,7,535,150,111,55
464,27,8,231,221,47,34
465,27,9,266,233,56,40
466,27,10,875,154,48,34
467,27,11,919,155,33,25
468,27,12,615,465,204,163
469,27,13,169,201,31,28
470,27,14,197,331,85,86
471,27,15,143,189,26,24
472,27,16,702,225,107,57
473,27,17,155,233,40,39
474,27,19,886,247,138,72
475,27,21,108,205,24,24
476,27,22,1254,269,25,37
477,28,1,381,155,57,32
478,28,2,829,162,59,40
479,28,3,310,143,28,17
480,28,5,263,151,28,17
481,28,7,522,148,107,54
482,28,8,231,221,47,34
483,28,9,266,233,56,40
484,28,10,875,154,48,34
485,28,11,919,155,33,25
486,28,12,695,505,218,174
487,28,13,170,202,32,28
488,28,14,211,343,94,94
489,28,15,143,189,26,25
490,28,16,679,218,104,54
491,28,17,161,237,42,41
492,28,19,865,240,138,70
493,28,21,109,206,24,25
494,28,22,1254,269,25,37
495,29,1,372,154,54,31
496,29,2,829,162,59,40
497,29,3,304,143,28,16
498,29,5,259,150,27,16
499,29,7,510,146,104,53
500,29,8,231,221,47,35
501,29,9,266,233,56,40
502,29,10,875,154,48,34
503,29,11,919,155,33,25
504,29,12,784,550,225,182
505,29,13,171,202,32,28
506,29,14,229,358,107,104
507,29,15,143,189,26,25
508,29,16,656,212,100,52
509,29,17,168,240,45,43
510,29,19,844,234,137,68
511,29,21,112,207,25,26
512,29,22,1254,269,25,36
513,30,1,363,153,52,31
514,30,2,829,162,59,40
515,30,3,300,142,27,16
516,30,5,255,150,26,16
517,30,7,499,144,100,52
518,30,8,231,221,47,35
519,30,9,266,233,56,40
520,30,10,875,154,48,34
521,30,11,919,155,33,25
522,30,12,882,600,223,184
523,30,13,171,202,32,29
524,30,14,251,376,122,116
525,30,15,144,189,26,25
526,30,16,634,207,97,50
527,30,17,175,244,48,45
528,30,19,823,227,135,66
529,30,21,114,209,26,27
530,30,22,1254,269,25,36
531,31,1,355,152,50,30
532,31,2,829,162,59,40
533,31,3,295,142,26,16
534,31,5,251,150,25,15
535,31,7,487,143,97,51
536,31,8,231,221,47,35
537,31,9,265,233,57,40
538,31,10,875,154,48,34
539,31,11,919,155,33,25
540,31,12,988,652,207,175
541,31,13,172,202,32,29
542,31,14,278,397,142,131
543,31,15,144,189,26,25
544,31,16,613,201,93,47
545,31,17,184,249,51,48
546,31,19,802,221,134,64
547,31,21,117,210,27,28
548,31,22,1254,269,25,36
549,31,24,1092,366,90,51
550,32,1,347,151,48,29
551,32,2,829,162,59,40
552,32,3,290,142,26,15
553,32,5,247,150,24,15
554,32,7,476,141,94,50
555,32,8,231,221,47,35
556,32,9,265,233,57,40
557,32,10,875,155,47,34
558,32,11,920,155,33,25
559,32,12,1101,707,172,154
560,32,13,173,202,32,29
561,32,14,311,423,165,147
562,32,15,145,189,26,26
563,32,16,593,197,89,45
564,32,17,192,253,54,50
565,32,19,782,216,132,62
566,32,21,120,212,29,29
567,32,22,1254,269,25,36
568,32,24,1062,353,97,61
569,33,1,339,151,47,28
570,33,2,829,162,59,40
571,33,3,286,142,25,15
572,33,5,243,150,23,15
573,33,7,466,140,91,49
574,33,8,231,221,47,34
575,33,9,265,233,57,40
576,33,10,875,155,47,34
577,33,11,919,155,33,25
578,33,13,174,202,32,30
579,33,14,351,454,192,166
580,33,15,145,189,26,26
581,33,16,574,192,86,44
582,33,17,202,258,57,53
583,33,19,762,210,129,60
584,33,21,123,213,30,30
585,33,22,1254,269,25,36
586,33,24,1032,341,100,67
587,34,1,332,150,45,28
588,34,2,829,162,59,40
589,34,3,281,142,24,15
590,34,5,239,150,22,15
591,34,7,455,139,88,49
592,34,8,231,221,47,34
593,34,9,265,233,57,40
594,34,10,875,155,47,34
595,34,11,919,155,33,25
596,34,13,174,202,33,30
597,34,14,398,489,220,184
598,34,15,146,189,26,26
599,34,16,556,188,83,42
600,34,17,212,263,61,56
601,34,19,743,205,127,58
602,34,21,125,214,31,31
603,34,22,1254,269,25,36
604,34,24,1002,328,102,69
605,35,1,324,149,44,27
606,35,2,829,162,59,40
607,35,3,277,142,24,15
608,35,5,236,149,22,14
609,35,7,445,138,85,48
610,35,8,231,221,47,35
611,35,9,265,233,57,40
612,35,10,875,155,47,34
613,35,11,919,155,33,25
614,35,13,175,203,32,30
615,35,14,455,530,249,202
616,35,15,146,189,26,26
617,35,16,538,184,79,41
618,35,17,223,269,65,59
619,35,19,724,200,124,56
620,35,21,128,216,32,32
621,35,22,1254,269,25,37
622,35,24,972,316,102,68
623,36,1,317,149,42,27
624,36,2,829,162,59,40
625,36,3,273,142,23,15
626,36,5,232,149,22,14
627,36,7,436,137,82,47
628,36,8,231,221,48,35
629,36,9,265,233,57,39
630,36,10,875,155,47,34
631,36,11,919,155,33,25
632,36,13,176,203,33,30
633,36,14,522,577,275,217
634,36,15,146,189,27,26
635,36,16,521,181,76,40
636,36,17,235,274,70,63
637,36,19,706,196,121,54
638,36,21,131,217,33,33
639,36,22,1254,269,25,37
640,36,24,941,305,102,67
641,37,1,311,148,41,26
642,37,2,829,162,59,40
643,37,3,269,142,23,14
644,37,5,228,149,22,14
645,37,7,427,136,80,46
646,37,8,231,221,48,34
647,37,9,265,233,57,40
648,37,10,875,155,47,34
649,37,11,919,155,33,25
650,37,13,176,203,33,30
651,37,14,600,628,294,225
652,37,15,147,189,27,27
653,37,16,505,177,74,39
654,37,17,248,281,76,67
