camera_id,detect_id,object_id
42,22,82
42,28,82
42,34,82
42,40,82
42,46,82
42,53,82
42,60,82
42,67,82
42,74,82
42,81,82
42,88,82
42,95,82
42,102,82
42,109,82
42,116,82
42,123,82
42,130,82
42,138,82
42,147,82
42,156,82
42,165,82
42,174,82
42,183,82
42,192,82
42,201,82
42,211,82
42,221,82
42,231,82
42,241,82
42,251,82
42,261,82
42,271,82
42,281,82
42,291,82
42,301,82
42,418,79
42,426,79
42,433,79
42,440,79
42,447,79
42,454,79
42,461,79
42,469,79
42,477,79
42,485,79
42,493,79
42,501,79
42,509,79
42,519,79
42,529,79
42,538,79
42,547,79
42,556,79
42,565,79
42,574,79
42,583,78
42,584,79
42,593,78
42,594,79
42,603,78
42,604,79
42,613,78
42,614,79
42,622,78
42,623,79
42,631,78
42,632,79
42,640,78
42,641,79
42,649,78
42,650,79
42,658,78
42,659,79
42,667,78
42,675,78
42,683,78
42,691,78
42,699,78
42,707,78
42,715,78
42,723,78
42,731,78
42,739,78
42,747,78
42,755,78
42,763,78
42,771,78
42,779,78
42,787,78
42,1090,76
42,1098,76
42,1106,76
42,1114,76
42,1122,76
42,1130,76
42,1138,76
42,1146,76
42,1153,76
42,1161,76
42,1169,76
42,1177,76
42,1185,76
42,1194,76
42,1203,76
42,1212,76
42,1221,76
42,1230,76
42,1239,76
42,1248,76
42,1257,76
42,1266,76
42,1275,76
42,1284,76
42,1293,76
42,1301,75
42,1303,76
42,1311,74
42,1312,75
42,1314,76
42,1322,74
42,1323,75
42,1325,76
42,1333,74
42,1334,75
42,1336,76
42,1344,74
42,1345,75
42,1347,76
42,1355,74
42,1356,75
42,1358,76
42,1366,74
42,1367,75
42,1369,76
42,1377,74
42,1378,75
42,1380,76
42,1388,74
42,1389,75
42,1391,76
42,1399,74
42,1400,75
42,1402,76
42,1410,74
42,1411,75
42,1420,74
42,1421,75
42,1430,74
42,1431,75
42,1440,74
42,1441,75
42,1450,74
42,1451,75
42,1460,74
42,1461,75
42,1470,74
42,1471,75
42,1480,74
42,1481,75
42,1490,74
42,1491,75
42,1500,74
42,1501,75
42,1509,74
42,1510,75
42,1518,74
42,1519,75
42,1527,74
42,1528,75
42,1536,74
42,1537,75
42,1545,74
42,1546,75
42,1554,74
42,1555,75
42,1563,74
42,1564,75
42,1572,74
42,1573,75
42,1581,74
42,1582,75
42,1590,74
42,1591,75
42,1599,74
42,1600,75
42,1608,74
42,1609,75
42,1617,74
42,1618,75
42,1626,74
42,1627,75
42,1635,75
42,1864,71
42,1874,71
42,1885,71
42,1896,71
42,1907,71
42,1918,71
42,1929,71
42,1940,71
42,1951,71
42,1962,71
42,1972,71
42,1982,71
42,1992,71
42,2002,71
42,2012,71
42,2022,69
42,2023,71
42,2033,69
42,2034,71
42,2044,69
42,2045,71
42,2055,69
42,2056,71
42,2066,69
42,2067,71
42,2077,69
42,2078,71
42,2087,69
42,2088,71
42,2097,69
42,2098,70
42,2099,71
42,2107,69
42,2108,70
42,2109,71
42,2117,69
42,2118,70
42,2119,71
42,2127,69
42,2128,70
42,2129,71
42,2137,69
42,2138,70
42,2139,71
42,2147,69
42,2148,70
42,2149,71
42,2157,69
42,2158,70
42,2159,71
42,2167,69
42,2168,70
42,2169,71
42,2177,69
42,2178,70
42,2186,69
42,2187,70
