camera_id,detect_id,object_id
42,1739,73
42,1748,73
42,1757,73
42,1766,73
42,1775,73
42,1784,73
42,1793,73
42,1802,73
42,1811,73
42,1820,73
42,1828,73
42,1837,73
42,1846,73
42,1855,73
42,1865,73
42,1876,73
42,1887,73
42,1898,73
42,1909,73
42,1920,73
42,1931,73
42,1942,73
42,1953,73
42,1964,73
42,1974,73
42,1984,73
42,1994,73
42,2004,73
42,2014,73
42,2025,73
42,2036,73
42,2047,73
42,2058,73
42,2069,73
42,2827,62
42,2838,62
42,2849,62
42,2860,62
42,2861,63
42,2872,62
42,2873,63
42,2883,62
42,2884,63
42,2894,62
42,2895,63
42,2905,62
42,2906,63
42,2915,62
42,2916,63
42,2925,62
42,2926,63
42,2935,62
42,2936,63
42,2945,62
42,2946,63
42,2955,62
42,2956,63
42,2965,62
42,2966,63
42,2975,62
42,2976,63
42,2985,62
42,2986,63
42,2995,62
42,2996,63
42,3005,62
42,3006,63
42,3015,62
42,3016,63
42,3025,62
42,3026,63
42,3035,62
42,3036,63
42,3044,63
42,3053,63
42,3063,63
42,3073,63
42,3083,63
42,3093,63
42,3103,63
42,3113,63
42,3123,63
42,3133,63
42,26850,165
42,26870,165
42,26890,165
42,26910,165
42,26930,165
42,26950,165
42,26969,165
42,26988,165
42,27007,165
42,27026,165
42,27045,165
42,27064,165
42,27083,165
42,27103,165
42,27123,165
42,27143,165
42,27163,165
42,27183,165
42,27203,165
42,27222,165
42,27241,165
42,27260,165
42,27279,165
42,27298,165
42,27318,165
42,27337,165
42,27356,165
42,27374,165
42,27392,165
42,27410,165
42,27428,165
42,27447,165
42,27466,165
42,27477,171
42,27486,165
42,27497,171
42,27506,165
42,27517,171
42,27526,165
42,27537,171
42,27546,165
42,27557,171
42,27566,165
42,27577,171
42,27586,165
42,27597,171
42,27606,165
42,27616,171
42,27626,165
42,27636,171
42,27646,165
42,27656,171
42,27666,165
42,27676,171
42,27686,165
42,27696,171
42,27706,165
42,27716,171
42,27726,165
42,27735,171
42,27745,165
42,27753,171
42,27763,165
42,27768,166
42,27772,171
42,27782,165
42,27786,166
42,27790,171
42,27800,165
42,27804,166
42,27808,171
42,27818,165
42,27822,166
42,27826,171
42,27836,165
42,27839,166
42,27843,171
42,27853,165
42,27856,166
42,27860,171
42,27870,165
42,27872,166
42,27876,171
42,27886,165
42,27888,166
42,27892,171
42,27902,165
43,8407,73
43,8420,73
43,8433,73
43,8447,73
43,8462,73
43,8477,73
43,8492,73
43,8506,73
43,8520,73
43,8534,73
43,8548,73
43,8563,73
43,8577,73
43,8591,73
43,8605,73
43,8619,73
43,8633,73
43,8647,73
43,8661,73
43,8674,73
43,8687,73
43,8700,73
43,8713,73
43,8717,62
43,8727,73
43,8731,62
43,8742,73
43,8746,62
43,8758,73
43,8762,62
43,8774,73
43,8778,62
43,8790,73
43,8794,62
43,8806,73
43,8810,62
43,8822,73
43,8826,62
43,8838,73
43,8842,62
43,8854,73
43,8858,62
43,8871,73
43,8875,62
43,8888,73
43,8892,62
43,8906,73
43,8910,62
43,8924,73
43,8928,62
43,8942,73
43,8946,62
43,8960,73
43,8964,62
43,8978,73
43,8981,62
43,8995,73
43,8998,62
43,9013,73
43,9016,62
43,9031,73
43,9034,62
43,9049,73
43,9052,62
43,9066,73
43,9069,62
43,9085,62
43,9101,62
43,9117,62
43,9134,62
43,9151,62
43,9168,62
43,9185,62
43,9602,63
43,9618,63
43,9634,63
43,9650,63
43,9666,63
43,9683,63
43,9700,63
43,9716,63
43,9732,63
43,9748,63
43,9764,63
43,9779,63
43,9794,63
43,9808,63
43,9822,63
43,9836,63
43,9849,63
43,9862,63
43,9875,63
43,9888,63
43,9901,63
43,9914,63
43,9927,63
43,9940,63
43,9953,63
43,9966,63
43,9980,63
43,9994,63
43,10008,63
43,10022,63
43,10035,63
43,10048,63
43,10061,63
43,10074,63
43,10087,63
43,21273,165
43,21282,165
43,21291,165
43,21300,165
43,21309,165
43,21318,165
43,21327,165
43,21336,165
43,21337,166
43,21345,165
43,21346,166
43,21354,165
43,21355,166
43,21364,165
43,21365,166
43,21375,165
43,21376,166
43,21386,165
43,21387,166
43,21398,165
43,21399,166
43,21410,165
43,21411,166
43,21422,165
43,21423,166
43,21434,165
43,21435,166
43,21446,165
43,21447,166
43,21458,165
43,21459,166
43,21470,165
43,21471,166
43,21482,165
43,21483,166
43,21494,165
43,21495,166
43,21506,165
43,21507,166
43,21518,165
43,21519,166
43,21531,165
43,21532,166
43,21544,165
43,21545,166
43,21557,165
43,21558,166
43,21570,165
43,21571,166
43,21583,165
43,21584,166
43,21597,165
43,21598,166
43,21611,165
43,21612,166
43,21625,165
43,21626,166
43,21640,165
43,21641,166
43,21655,165
43,21656,166
43,21663,171
43,21671,165
43,21672,166
43,21679,171
43,21687,165
43,21688,166
43,21695,171
43,21703,165
43,21704,166
43,21711,171
43,21720,165
43,21721,166
43,21728,171
43,21737,165
43,21738,166
43,21745,171
43,21754,165
43,21755,166
43,21762,171
43,21771,165
43,21772,166
43,21779,171
43,21788,165
43,21789,166
43,21796,171
43,21805,165
43,21806,166
43,21812,171
43,21821,165
43,21822,166
43,21828,171
43,21837,165
43,21838,166
43,21844,171
43,21852,165
43,21853,166
43,21859,171
43,21866,165
43,21867,166
43,21872,171
43,21879,165
43,21880,166
43,21885,171
43,21892,165
43,21893,166
43,21898,171
43,21905,165
43,21906,166
43,21911,171
43,21918,165
43,21919,166
43,21924,171
43,21931,165
43,21932,166
43,21937,171
43,21944,165
43,21945,166
43,21950,171
43,21958,165
43,21959,166
43,21964,171
43,21972,165
43,21973,166
43,21978,171
43,21987,165
43,21988,166
43,21993,171
43,22002,165
43,22003,166
43,22008,171
43,22017,165
43,22018,166
43,22023,171
43,22032,165
43,22033,166
43,22038,171
43,22047,165
43,22048,166
43,22053,171
43,22061,165
43,22062,166
43,22067,171
43,22075,165
43,22076,166
